time,count,user_count,distance_median,distance_mean,distance_max
Tue Sep 04 20:00:00 UTC 2012,2,ptext=1_xxlhonk=1,0,0,0
Tue Sep 04 21:00:00 UTC 2012,9,SebSemmi=7_fjoelnir=2,0,0,0
Tue Sep 04 22:00:00 UTC 2012,5,SebSemmi=5,0,0,0
Tue Sep 04 23:00:00 UTC 2012,4,NokiaLera=4,0,0,0
Wed Sep 05 00:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 01:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 02:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 03:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 04:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 05:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 06:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 07:00:00 UTC 2012,1,BerlinPolitics=1,0,0,0
Wed Sep 05 08:00:00 UTC 2012,1,Connor_Baer=1,0,0,0
Wed Sep 05 09:00:00 UTC 2012,1,MrPelz=1,0,0,0
Wed Sep 05 10:00:00 UTC 2012,3,gdawg76=1_ConstanzeTran=1_datatrayde=1,0,0,0
Wed Sep 05 11:00:00 UTC 2012,5,MrPelz=1_vladkero=1_Nils_Lange=1_SebSemmi=1_SophiaAuer=1,0,0,0
Wed Sep 05 12:00:00 UTC 2012,3,Event_Detection=1_ManuBSC1=1_SebSemmi=1,0,0,0
Wed Sep 05 13:00:00 UTC 2012,0,"",0,0,0
Wed Sep 05 14:00:00 UTC 2012,7,SebSemmi=4_MusinaMaria=1_XenGi_=1_writingwoman=1,0,0,0
Wed Sep 05 15:00:00 UTC 2012,4,SebSemmi=2_mauroalex=1_sebroeder=1,0,0,0
Wed Sep 05 16:00:00 UTC 2012,3,MaHa583=1_xxlhonk=1_Traskone=1,0,0,0
Wed Sep 05 17:00:00 UTC 2012,3,andreasgalle=1_sebroeder=1_xIAmFamous=1,0,0,0
Wed Sep 05 18:00:00 UTC 2012,4,maigrueen=2_DanielRJStecher=1_SebSemmi=1,1.67264575916087,1.67264575916087,1.67264575916087
Wed Sep 05 19:00:00 UTC 2012,7,xIAmFamous=3_J_Beer94=2_DanielRJStecher=1_lucaslandau=1,0,0,0
Wed Sep 05 20:00:00 UTC 2012,2,veroniqueschyns=2,0,0,0
Wed Sep 05 21:00:00 UTC 2012,2,AlexPi10=1_veroniqueschyns=1,0,0,0
Wed Sep 05 22:00:00 UTC 2012,29,weronikaludwik=28_waldrebe=1,0.210237492669472,0.210237492669472,0.210237492669472
Wed Sep 05 23:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 00:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 01:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 02:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 03:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 04:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 05:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 06:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 07:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 08:00:00 UTC 2012,1,MrPelz=1,0,0,0
Thu Sep 06 09:00:00 UTC 2012,0,"",0,0,0
Thu Sep 06 10:00:00 UTC 2012,5,Ilaydaacars=2_XenGi_=2_waldrebe=1,4.07798768110436,4.07798768110436,6.20894064822158
Thu Sep 06 11:00:00 UTC 2012,4,waldrebe=2_TierarztFeske=1_veroniqueschyns=1,0.35089109722976,0.35089109722976,0.35089109722976
Thu Sep 06 12:00:00 UTC 2012,6,SebSemmi=2_theidmann=1_sebroeder=1_andI611=1_ptext=1,0,0,0
Thu Sep 06 13:00:00 UTC 2012,7,tatjanameissner=2_theidmann=1_DavidOderSo=1_AxelNennker=1_deceze=1_waldrebe=1,0,0,0
Thu Sep 06 14:00:00 UTC 2012,7,Ilaydaacars=2_schmarsten=2_theidmann=1_Event_Detection=1_Amujan=1,0.154078847210249,0.154078847210249,0.154078847210249
Thu Sep 06 15:00:00 UTC 2012,9,Event_Detection=1_DavidOderSo=1_TimSuck=1_theidmann=1_schmarsten=1_XenGi_=1_chrisbulle=1_genscha=1_veroniqueschyns=1,0,0,0
Thu Sep 06 16:00:00 UTC 2012,12,veroniqueschyns=6_theidmann=2_XenGi_=2_we_make_design=1_Mitgezwitschert=1,1.89850118740199,1.58418799248021,2.73408730274385
Thu Sep 06 17:00:00 UTC 2012,2,joyatti=1_cathyvanorten=1,0,0,0
Thu Sep 06 18:00:00 UTC 2012,3,veroniqueschyns=2_cathyvanorten=1,0.120405133745047,0.120405133745047,0.120405133745047
Thu Sep 06 19:00:00 UTC 2012,4,veroniqueschyns=2_cathyvanorten=1_waldrebe=1,0.520937232795268,0.520937232795268,0.520937232795268
Thu Sep 06 20:00:00 UTC 2012,3,didispandau=1_genscha=1_veroniqueschyns=1,0,0,0
Thu Sep 06 21:00:00 UTC 2012,3,maigrueen=1_genscha=1_veroniqueschyns=1,0,0,0
Thu Sep 06 22:00:00 UTC 2012,5,maigrueen=4_SebSemmi=1,0,0,0
Thu Sep 06 23:00:00 UTC 2012,5,maigrueen=5,0,0,0
Fri Sep 07 00:00:00 UTC 2012,3,maigrueen=2_SebSemmi=1,0,0,0
Fri Sep 07 01:00:00 UTC 2012,0,"",0,0,0
Fri Sep 07 02:00:00 UTC 2012,0,"",0,0,0
Fri Sep 07 03:00:00 UTC 2012,0,"",0,0,0
Fri Sep 07 04:00:00 UTC 2012,1,Eachoneispecial=1,0,0,0
Fri Sep 07 05:00:00 UTC 2012,0,"",0,0,0
Fri Sep 07 06:00:00 UTC 2012,1,lessicul=1,0,0,0
Fri Sep 07 07:00:00 UTC 2012,1,lessicul=1,0,0,0
Fri Sep 07 08:00:00 UTC 2012,2,MHerms=1_maigrueen=1,0,0,0
Fri Sep 07 09:00:00 UTC 2012,7,SebSemmi=2_MusinaMaria=1_MrPelz=1_maigrueen=1_cathyvanorten=1_angelpage=1,0,0,0
Fri Sep 07 10:00:00 UTC 2012,1,Amujan=1,0,0,0
Fri Sep 07 11:00:00 UTC 2012,2,datatrayde=2,0,0,0
Fri Sep 07 12:00:00 UTC 2012,3,jack77er=1_JKickin=1_veroniqueschyns=1,0,0,0
Fri Sep 07 13:00:00 UTC 2012,3,DavidOderSo=1_MusinaMaria=1_SebSemmi=1,0,0,0
Fri Sep 07 14:00:00 UTC 2012,4,gfischermanns=1_xxlhonk=1_eeeels=1_datatrayde=1,0,0,0
Fri Sep 07 15:00:00 UTC 2012,7,xxlhonk=3_rain_room=1_ptext=1_atomius=1_KosovaGashi=1,0.562476021027072,0.562476021027072,0.562476021027072
Fri Sep 07 16:00:00 UTC 2012,4,Amujan=1_PeanutMR=1_xxOliverkcxx=1_nida78=1,0,0,0
Fri Sep 07 17:00:00 UTC 2012,1,maxbuon=1,0,0,0
Fri Sep 07 18:00:00 UTC 2012,1,Freitag24=1,0,0,0
Fri Sep 07 19:00:00 UTC 2012,2,AndyStyle96=2,0,0,0
Fri Sep 07 20:00:00 UTC 2012,3,xIAmFamous=2_DCI77=1,0,0,0
Fri Sep 07 21:00:00 UTC 2012,0,"",0,0,0
Fri Sep 07 22:00:00 UTC 2012,6,cervus=2_BerlinPolitics=1_sebroeder=1_interfilm_Bln=1_SebSemmi=1,1.95742006748089,1.95742006748089,1.95742006748089
Fri Sep 07 23:00:00 UTC 2012,2,whitney_orth=1_interfilm_Bln=1,0,0,0
Sat Sep 08 00:00:00 UTC 2012,6,SebSemmi=5_boriscepeda=1,0,0,0
Sat Sep 08 01:00:00 UTC 2012,1,xIAmFamous=1,0,0,0
Sat Sep 08 02:00:00 UTC 2012,1,doc_schneider=1,0,0,0
Sat Sep 08 03:00:00 UTC 2012,0,"",0,0,0
Sat Sep 08 04:00:00 UTC 2012,1,JBertissolli=1,0,0,0
Sat Sep 08 05:00:00 UTC 2012,0,"",0,0,0
Sat Sep 08 06:00:00 UTC 2012,0,"",0,0,0
Sat Sep 08 07:00:00 UTC 2012,1,trieloff=1,0,0,0
Sat Sep 08 08:00:00 UTC 2012,3,xxOliverkcxx=2_bubu1376=1,0.124516509475735,0.124516509475735,0.124516509475735
Sat Sep 08 09:00:00 UTC 2012,0,"",0,0,0
Sat Sep 08 10:00:00 UTC 2012,3,VTolstoy=1_RobyBSC1892=1_nida78=1,0,0,0
Sat Sep 08 11:00:00 UTC 2012,1,DDarling007=1,0,0,0
Sat Sep 08 12:00:00 UTC 2012,0,"",0,0,0
Sat Sep 08 13:00:00 UTC 2012,3,xIAmFamous=2_konny=1,0,0,0
Sat Sep 08 14:00:00 UTC 2012,2,andI611=1_Palkan_Magazin=1,0,0,0
Sat Sep 08 15:00:00 UTC 2012,1,LennartKroenes=1,0,0,0
Sat Sep 08 16:00:00 UTC 2012,2,quangVFX=1_potsdam=1,0,0,0
Sat Sep 08 17:00:00 UTC 2012,1,atdotde=1,0,0,0
Sat Sep 08 18:00:00 UTC 2012,2,xxlhonk=2,0,0,0
Sat Sep 08 19:00:00 UTC 2012,2,lesliepumm=1_nida78=1,0,0,0
Sat Sep 08 20:00:00 UTC 2012,1,xIAmFamous=1,0,0,0
Sat Sep 08 21:00:00 UTC 2012,3,cervus=1_TimSuck=1_nerdgore=1,0,0,0
Sat Sep 08 22:00:00 UTC 2012,0,"",0,0,0
Sat Sep 08 23:00:00 UTC 2012,4,xxlhonk=4,0,0,0
Sun Sep 09 00:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 01:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 02:00:00 UTC 2012,2,andI611=1_genscha=1,0,0,0
Sun Sep 09 03:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 04:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 05:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 06:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 07:00:00 UTC 2012,1,andI611=1,0,0,0
Sun Sep 09 08:00:00 UTC 2012,1,onkelronny=1,0,0,0
Sun Sep 09 09:00:00 UTC 2012,3,MakaberMKM=1_bubu1376=1_SebSemmi=1,0,0,0
Sun Sep 09 10:00:00 UTC 2012,3,scottjoyce=1_maigrueen=1_pelle2011=1,0,0,0
Sun Sep 09 11:00:00 UTC 2012,2,torsten_lange=1_pelle2011=1,0,0,0
Sun Sep 09 12:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 13:00:00 UTC 2012,2,we_make_design=1_Valdocco_=1,0,0,0
Sun Sep 09 14:00:00 UTC 2012,2,we_make_design=1_markusmaxen=1,0,0,0
Sun Sep 09 15:00:00 UTC 2012,5,snowflakeonair=2_xIAmFamous=1_groundhog2k=1_SoDoMedia=1,3.38016017442184,3.38016017442184,3.38016017442184
Sun Sep 09 16:00:00 UTC 2012,1,xxlhonk=1,0,0,0
Sun Sep 09 17:00:00 UTC 2012,2,whitney_orth=1_genscha=1,0,0,0
Sun Sep 09 18:00:00 UTC 2012,2,xxlhonk=1_maigrueen=1,0,0,0
Sun Sep 09 19:00:00 UTC 2012,3,Mrrtian=1_cathyvanorten=1_SebSemmi=1,0,0,0
Sun Sep 09 20:00:00 UTC 2012,0,"",0,0,0
Sun Sep 09 21:00:00 UTC 2012,2,NicoMarquardt=1_torstenbergler=1,0,0,0
Sun Sep 09 22:00:00 UTC 2012,10,NokiaLera=7_cathyvanorten=1_DerRostocker=1_ahlbaeck=1,0,0,0
Sun Sep 09 23:00:00 UTC 2012,7,ahlbaeck=3_NokiaLera=3_BerlinPolitics=1,0,0,0
