time,count,red,green,blue
Tue Sep 04 12:00:00 UTC 2012,14,56,28,38
Tue Sep 04 13:00:00 UTC 2012,11,56,28,34
Tue Sep 04 14:00:00 UTC 2012,13,56,34,34
Tue Sep 04 15:00:00 UTC 2012,10,13,13,34
Tue Sep 04 16:00:00 UTC 2012,19,34,34,59
Tue Sep 04 17:00:00 UTC 2012,16,56,22,34
Tue Sep 04 18:00:00 UTC 2012,15,56,34,34
Tue Sep 04 19:00:00 UTC 2012,17,56,34,34
Tue Sep 04 20:00:00 UTC 2012,22,56,34,28
Tue Sep 04 21:00:00 UTC 2012,35,34,28,56
Tue Sep 04 22:00:00 UTC 2012,29,56,22,34
Tue Sep 04 23:00:00 UTC 2012,13,56,22,34
Wed Sep 05 00:00:00 UTC 2012,15,56,28,34
Wed Sep 05 01:00:00 UTC 2012,3,255,255,255
Wed Sep 05 02:00:00 UTC 2012,2,22,22,59
Wed Sep 05 03:00:00 UTC 2012,4,38,34,56
Wed Sep 05 04:00:00 UTC 2012,2,148,34,13
Wed Sep 05 05:00:00 UTC 2012,0,-,-,-
Wed Sep 05 06:00:00 UTC 2012,3,59,28,22
Wed Sep 05 07:00:00 UTC 2012,1,28,22,56
Wed Sep 05 08:00:00 UTC 2012,9,59,34,34
Wed Sep 05 09:00:00 UTC 2012,11,34,22,22
Wed Sep 05 10:00:00 UTC 2012,8,56,34,34
Wed Sep 05 11:00:00 UTC 2012,7,255,255,253
Wed Sep 05 12:00:00 UTC 2012,14,253,255,252
Wed Sep 05 13:00:00 UTC 2012,6,34,13,28
Wed Sep 05 14:00:00 UTC 2012,10,28,28,59
Wed Sep 05 15:00:00 UTC 2012,18,56,28,34
Wed Sep 05 16:00:00 UTC 2012,6,22,22,59
Wed Sep 05 17:00:00 UTC 2012,13,255,255,255
Wed Sep 05 18:00:00 UTC 2012,23,38,28,56
Wed Sep 05 19:00:00 UTC 2012,20,59,28,34
Wed Sep 05 20:00:00 UTC 2012,23,34,13,22
Wed Sep 05 21:00:00 UTC 2012,22,59,28,34
Wed Sep 05 22:00:00 UTC 2012,15,59,28,34
Wed Sep 05 23:00:00 UTC 2012,0,-,-,-
Thu Sep 06 00:00:00 UTC 2012,0,-,-,-
Thu Sep 06 01:00:00 UTC 2012,3,22,22,34
Thu Sep 06 02:00:00 UTC 2012,3,59,22,38
Thu Sep 06 03:00:00 UTC 2012,2,42,28,53
Thu Sep 06 04:00:00 UTC 2012,0,-,-,-
Thu Sep 06 05:00:00 UTC 2012,0,-,-,-
Thu Sep 06 06:00:00 UTC 2012,1,22,13,61
Thu Sep 06 07:00:00 UTC 2012,2,38,13,38
Thu Sep 06 08:00:00 UTC 2012,7,34,22,28
Thu Sep 06 09:00:00 UTC 2012,6,0,0,64
Thu Sep 06 10:00:00 UTC 2012,13,34,38,56
Thu Sep 06 11:00:00 UTC 2012,18,34,34,56
Thu Sep 06 12:00:00 UTC 2012,14,56,34,34
Thu Sep 06 13:00:00 UTC 2012,13,59,28,38
Thu Sep 06 14:00:00 UTC 2012,20,56,34,34
Thu Sep 06 15:00:00 UTC 2012,20,59,34,34
Thu Sep 06 16:00:00 UTC 2012,13,59,28,28
Thu Sep 06 17:00:00 UTC 2012,17,59,34,28
Thu Sep 06 18:00:00 UTC 2012,16,34,28,56
Thu Sep 06 19:00:00 UTC 2012,15,56,34,38
Thu Sep 06 20:00:00 UTC 2012,21,28,22,59
Thu Sep 06 21:00:00 UTC 2012,15,59,28,34
Thu Sep 06 22:00:00 UTC 2012,15,59,22,28
Thu Sep 06 23:00:00 UTC 2012,18,22,13,64
Fri Sep 07 00:00:00 UTC 2012,11,34,28,56
Fri Sep 07 01:00:00 UTC 2012,2,38,0,22
Fri Sep 07 02:00:00 UTC 2012,1,22,59,22
Fri Sep 07 03:00:00 UTC 2012,0,-,-,-
Fri Sep 07 04:00:00 UTC 2012,0,-,-,-
Fri Sep 07 05:00:00 UTC 2012,1,56,13,38
Fri Sep 07 06:00:00 UTC 2012,0,-,-,-
Fri Sep 07 07:00:00 UTC 2012,2,53,42,34
Fri Sep 07 08:00:00 UTC 2012,5,56,34,34
Fri Sep 07 09:00:00 UTC 2012,10,59,34,22
Fri Sep 07 10:00:00 UTC 2012,15,42,42,50
Fri Sep 07 11:00:00 UTC 2012,19,59,28,34
Fri Sep 07 12:00:00 UTC 2012,17,56,34,34
Fri Sep 07 13:00:00 UTC 2012,14,59,28,34
Fri Sep 07 14:00:00 UTC 2012,20,59,34,22
Fri Sep 07 15:00:00 UTC 2012,28,28,28,59
Fri Sep 07 16:00:00 UTC 2012,17,28,22,59
Fri Sep 07 17:00:00 UTC 2012,20,22,22,59
Fri Sep 07 18:00:00 UTC 2012,12,56,28,34
Fri Sep 07 19:00:00 UTC 2012,14,56,34,38
Fri Sep 07 20:00:00 UTC 2012,12,59,28,28
Fri Sep 07 21:00:00 UTC 2012,7,38,22,56
Fri Sep 07 22:00:00 UTC 2012,8,59,22,22
Fri Sep 07 23:00:00 UTC 2012,19,42,22,56
Sat Sep 08 00:00:00 UTC 2012,17,22,22,59
Sat Sep 08 01:00:00 UTC 2012,9,34,13,34
Sat Sep 08 02:00:00 UTC 2012,9,34,22,56
Sat Sep 08 03:00:00 UTC 2012,12,56,22,34
Sat Sep 08 04:00:00 UTC 2012,2,34,0,28
Sat Sep 08 05:00:00 UTC 2012,2,13,0,34
Sat Sep 08 06:00:00 UTC 2012,2,34,13,28
Sat Sep 08 07:00:00 UTC 2012,0,-,-,-
Sat Sep 08 08:00:00 UTC 2012,4,56,50,46
Sat Sep 08 09:00:00 UTC 2012,10,59,28,28
Sat Sep 08 10:00:00 UTC 2012,13,56,22,34
Sat Sep 08 11:00:00 UTC 2012,20,59,28,34
Sat Sep 08 12:00:00 UTC 2012,18,56,34,34
Sat Sep 08 13:00:00 UTC 2012,18,34,22,28
Sat Sep 08 14:00:00 UTC 2012,19,22,22,59
Sat Sep 08 15:00:00 UTC 2012,22,56,34,28
Sat Sep 08 16:00:00 UTC 2012,17,28,22,34
Sat Sep 08 17:00:00 UTC 2012,19,56,28,34
Sat Sep 08 18:00:00 UTC 2012,22,56,28,34
Sat Sep 08 19:00:00 UTC 2012,18,34,28,56
Sat Sep 08 20:00:00 UTC 2012,13,34,28,56
Sat Sep 08 21:00:00 UTC 2012,7,59,28,34
Sat Sep 08 22:00:00 UTC 2012,9,13,13,61
Sat Sep 08 23:00:00 UTC 2012,13,34,22,56
Sun Sep 09 00:00:00 UTC 2012,18,56,28,28
Sun Sep 09 01:00:00 UTC 2012,7,13,13,59
Sun Sep 09 02:00:00 UTC 2012,3,53,22,38
Sun Sep 09 03:00:00 UTC 2012,15,59,28,34
Sun Sep 09 04:00:00 UTC 2012,5,34,28,56
Sun Sep 09 05:00:00 UTC 2012,0,-,-,-
Sun Sep 09 06:00:00 UTC 2012,2,59,38,22
Sun Sep 09 07:00:00 UTC 2012,1,247,233,220
Sun Sep 09 08:00:00 UTC 2012,3,59,28,13
Sun Sep 09 09:00:00 UTC 2012,7,28,22,59
Sun Sep 09 10:00:00 UTC 2012,17,56,28,38
Sun Sep 09 11:00:00 UTC 2012,13,56,28,34
Sun Sep 09 12:00:00 UTC 2012,15,56,28,34
Sun Sep 09 13:00:00 UTC 2012,11,50,46,53
Sun Sep 09 14:00:00 UTC 2012,16,56,22,38
Sun Sep 09 15:00:00 UTC 2012,17,56,34,34
Sun Sep 09 16:00:00 UTC 2012,47,56,28,34
Sun Sep 09 17:00:00 UTC 2012,31,56,28,34
Sun Sep 09 18:00:00 UTC 2012,18,56,28,28
Sun Sep 09 19:00:00 UTC 2012,23,28,22,56
Sun Sep 09 20:00:00 UTC 2012,17,59,22,34
Sun Sep 09 21:00:00 UTC 2012,7,28,13,34
Sun Sep 09 22:00:00 UTC 2012,17,56,28,28
Sun Sep 09 23:00:00 UTC 2012,15,56,34,34
