time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues,Coord
Tue Sep 04 08:30:00 UTC 2012,1,8,510,1169,75,Travel & Transport=20_Food=6_Shops & Services=7_Professional & Other Places=20_Arts & Entertainment=9_Outdoors & Recreation=9,Office=12_Subway=8,London 2012 Olympic Park=4_Starbucks=3_London 2012 Aquatics Centre=3_London 2012 Royal Artillery Barracks=3_mexad LTD=2_Green Park Underground Station=2_Cineworld Haymarket=2_St Pancras Intl. Station (STP) - International Lines=2_London Heathrow Airport (LHR)=2_Cathall Leisure Centre=2_One Marylebone Place=1_McDonald's=1_Robert Dyas=1_St Pancras Intl. Station (STP) - Domestic Lines=1_Olympic Stadium=1_Dartford Crossing Toll Booths=1_Vittoria Primary School=1_St James's Park Underground Station=1_Global Knowledge London=1_Euston Underground Station=1_Oxford Circus Underground Station=1_Hult International Business School=1_Russell Square=1_Valley Road Surgery=1_Javelin Train=1_Marks & Spencer - Head Office=1_Ministry of Justice=1_499 to heath park estate=1_Giorgio Armani=1_Nokia UK HQ=1_BA Galleries Club Lounge=1_St Margarets Railway Station (SMG)=1_Jimmy choo=1_Lloyd's of London=1_Paddington Railway Station (PAD)=1_Paddock Tank (Pinewood Studios)=1_salesforce.com=1_Raphael's=1_Royal Mail Media Centre=1_Langarth Studio=1_London King's Cross Railway Station (KGX)=1_British Airways=1_Pearson=1_Acton Town Underground Station=1_Cisco=1_Thomas's Fulham=1_North Ealing Underground Station=1_Kingston College=1_London Liverpool Street Railway Station (LST)=1_Caffè Nero=1_Bloomsbury Square=1_Victoria Underground Station=1_Bruno's Cafe=1_Town Hall Extension=1_Tower Hill=1_JWT=1_Laboratory Spa & Health Club=1_De Vere Venues=1_Fulham Green=1_Wolsey Place=1,Office=51.51537059 -0.08422914_Subway=51.52764943 -0.13346672
Tue Sep 04 09:00:00 UTC 2012,1,9,540,1080,50,Travel & Transport=8_Shops & Services=4_Outdoors & Recreation=5_Professional & Other Places=16_Arts & Entertainment=12,Office=8_General Entertainment=7,"London 2012 Olympic Park=7_Hounslow Central Underground Station=2_London 2012 Aquatics Centre=2_The Principal Registry Of The Family Division=2_Wayra UK=1_Saffron Digital=1_PlayStation - SCEE=1_Tinderbox=1_Olympic Stadium=1_Tesco Metro=1_Highbury & Islington Railway Station (HHY)=1_McGraw-Hill=1_Black Truffle=1_Olympic Flame=1_Imperial College=1_Westway Flyovwr=1_WDMP Limited=1_London Gatwick Airport=1_Epsom=1_Selfridges & Co=1_Pineapple Dance Studios‎=1_ExCeL London=1_Smith & Nephew GHO=1_John Lewis Head Office=1_Thorpe Park=1_President Hotel=1_Buckingham Palace=1_Ogilvy & Mather, Paddington=1_Richmond Railway Station (RMD)=1_Drum=1_Pernod Ricard=1_The Thames Court=1_ODEON=1_Olympic Park=1_LA fitness=1_Chancery Lane Underground Station=1_Cafe 22-26=1_Bakerloo Line=1_Zaizi Ltd=1_Coffee Buzz=1_Berkeley Square House=1",Office=51.50980309 -0.1225742_General Entertainment=51.5396358 -0.01317501
Tue Sep 04 09:30:00 UTC 2012,1,9,570,1164,52,Travel & Transport=10_Food=6_Arts & Entertainment=13_Professional & Other Places=12_Outdoors & Recreation=7,Office=7_Stadium=7_Pool=4,"Olympic Stadium=5_London 2012 Aquatics Centre=4_London 2012 Olympic Park=3_London 2012 Copper Box=2_London Victoria Railway Station (VIC)=2_Costa Coffee @ Life Coffee Cakes=1_TfL Bus 499=1_North West Dental Centre=1_Sabor Latino=1_Paul=1_Rio Tinto=1_Royal Opera House=1_Angel Underground Station=1_Partners Andrews Aldridge=1_Starbucks=1_Hackney CVS=1_Gap Photography=1_Arcadia Group HO=1_Taylor Gibbs=1_Taylor St Baristas=1_Spelthorne Leisure Centre=1_East Ham Depot and Carriage Sidings=1_Business Design Centre=1_Skimlinks HQ=1_Encompass Digital Media=1_Virgin Atlantic Clubhouse=1_Threepipe=1_London Heathrow Airport (LHR)=1_School ""Frances King""=1_London 2012 Riverbank Arena=1_The Park Lane Hotel=1_Albion Cafe=1_Woolwich Crown Court (Belmarsh)=1_Addiction Worldwide HQ=1_Knightsbridge=1_Alpha Meridian College=1_Streatham Green=1_BA Galleries Lounge North=1_London Waterloo Railway Station (WAT)=1_The Serra Sculpture Outside UBS That Smells Of Wee=1_The Breakfast Club=1",Pool=51.5401489 -0.01066809_Stadium=51.54428001 -0.0201273_Office=51.51781858 -0.18047359
Tue Sep 04 10:00:00 UTC 2012,1,10,600,1284,53,Travel & Transport=8_Food=8_Arts & Entertainment=12_Professional & Other Places=16,Office=6_Train Station=5,Olympic Stadium=3_Business Design Centre=3_Pret A Manger=2_London King's Cross Railway Station (KGX)=2_Starbucks=2_Saint Georges Hotel=2_Chigwell Medical Centre=1_Moxie=1_Colossus=1_New Diorama Theatre=1_National Union of Students=1_University of Roehampton=1_Stealth=1_Hollywood Cafe=1_Ryman Stationery=1_Surrey Pet Supplies=1_Victoria and Albert Museum (V&A)=1_Peerius Ltd.=1_Institute of Economic Affairs=1_Departures Hall=1_London 2012 venue - ExCel - North Arena One=1_SapientNitro=1_Westminster Abbey=1_The Garden=1_Hobbs Gate Kia Oval=1_Tooting Bec=1_Stratford Railway Station (SRA)=1_London 2012 Olympic Park=1_London 2012 Aquatics Centre=1_Elop=1_Melia White House Hotel=1_ORM=1_Primark=1_pod=1_Romford Cafe=1_Anteros (Eros)=1_The Fairmile=1_Hi Mum! Said Dad.=1_LShift=1_Nemesis Inferno=1_The Lavender House=1_Guildhall 2=1_Platform 9¾=1_NESCOT=1_Acton Central Railway Station (ACC)=1,Train Station=51.53077313 -0.12338161_Office=51.52048013 -0.07775187
Tue Sep 04 10:30:00 UTC 2012,1,10,630,1444,45,Nightlife Spots=4_Food=3_Shops & Services=9_Travel & Transport=5_Outdoors & Recreation=3_Arts & Entertainment=8_Professional & Other Places=8_Colleges & Universities=3,General Entertainment=3_Stadium=3_General College & University=3_Mall=2,Barnet College=2_Regent's Park (Baker Street entrance)=1_Johnny Cupcakes=1_John Lewis=1_Good Old Days=1_Malaysia Airlines Golden Lounge=1_The Swarm=1_Olympic Stadium=1_Knollys House=1_TfL Bus 499=1_Milner School of English=1_Basilico=1_Gladys Aylward School=1_The Slug and Lettuce=1_Aspect Software=1_Hillingdon L&D Centre=1_Modern Pantry=1_London 2012 Eton Manor=1_British Library=1_Two8six=1_Homerton Overground Station (HMN)=1_London 2012 Olympic Park=1_Terminal 5=1_Bluewater Shopping Centre=1_After Hours studio=1_Gatwick Express Victoria (VIC) to Gatwick Airport (GTW)=1_ArtsEd (Arts Educational Schools London)=1_London 2012 Aquatics Centre=1_Reebok Sports Club=1_St Bartholomew's Hospital=1_River Boat=1_Stockwell=1_The Union @ Roehampton=1_Sonic Boom (London)=1_Buckingham Palace=1_MONARCH HOUSE=1_The Abbey Conference and Community Centre=1_Madame Tussauds=1_Westfield Stratford City=1_London 2012 venue - North Greenwich Arena=1_Madeira Cafe Vauxhall=1_Homebase=1_Royal Festival Hall=1_York Hall=1,Mall=51.43889496 0.27092457_Stadium=51.55382049 -0.01609325_General College & University=51.64781586 -0.2152731_General Entertainment=51.498626 -0.19817469
Tue Sep 04 11:00:00 UTC 2012,1,11,660,1509,43,Residences=4_Shops & Services=4_Food=5_Travel & Transport=8_Offices=3_Professional & Other Places=12_Arts & Entertainment=4_Outdoors & Recreation=3,Office=5_Home (private)=4,FabriQate=2_Starbucks=2_Olympic Stadium=2_Terminal 5=1_St James Square=1_Chartered Institute of Public Relations (CIPR)=1_Rogers Estate=1_Walrus Social=1_Sanderson Hotel=1_Melrose house=1_London 2012 Olympic Park=1_The Crown Court=1_Nabila's palace=1_Google Campus=1_London City Airport (LCY)=1_Terminal 1=1_Wavex=1_Fortune Green=1_Business Design Centre=1_Alchemy Social=1_Eyebee's Place=1_EasyHotel=1_Regency Cafe=1_Nude Espresso=1_Paddington Railway Station (PAD)=1_John Lewis Head Office=1_Euston Station Bus Stop H=1_Engineering front building=1_Charing Cross Hospital=1_Middlesex University=1_London Liverpool Street Railway Station (LST)=1_Shepperton Studios=1_Duedil=1_Selfridges & Co=1_Genesis Gym=1_Changing of the Guard=1_Cafe Fratelli=1_Fitness First=1_Theatre Of Wine=1_Deutsche Asset Management=1,Home (private)=51.53076705 -0.05284404_Office=51.5223 -0.13594
Tue Sep 04 11:30:00 UTC 2012,1,11,690,1450,46,Shops & Services=13_Food=4_Travel & Transport=11_Outdoors & Recreation=3_Arts & Entertainment=4_Professional & Other Places=8,Train Station=4_Office=4_Airport=3_Stadium=3_Clothing Store=3,"Romford Railway Station (RMF)=2_Buckhill=2_London Heathrow Airport (LHR)=2_London Euston Railway Station (EUS)=2_Olympic Stadium=2_Terminal 5=2_Love coffee=1_Global Switch 2=1_Greenwich=1_The Manor Cafe=1_Soccer Scene=1_UK Border Agency=1_Gail's - Notting Hill=1_Architectural Association=1_London City Airport (LCY)=1_Topshop=1_Arena Shopping Park=1_Post Office (inside Ryman's)=1_Warehouse Court, Royal Arsenal Riverside=1_Global Switch 1=1_Create Inn=1_H&M=1_Royal London Hospital=1_Hilton London Euston=1_Cisco=1_New Look=1_Sobell Leisure Centre=1_Costa=1_Gray's Inn=1_River Island=1_Taberner House=1_Shepherd's Bush Market=1_SMWLDN 2012 HQ=1_Tesco Extra=1_Platform 3=1_London 2012 - ExCel - South Arena 2=1_Searcys Champagne Bar=1_Harrods=1_Tesco=1_London 2012 Olympic Park=1",Train Station=51.52855719 -0.13290882_Stadium=51.53840794 -0.01647949_Airport=51.50358708 0.04956722_Office=51.44556891 -0.44480681_Clothing Store=51.51545961 -0.14136314
Tue Sep 04 12:00:00 UTC 2012,1,12,720,1506,57,Food=9_Travel & Transport=14_Shops & Services=6_Outdoors & Recreation=12_Offices=4_Professional & Other Places=12_Arts & Entertainment=4,Train Station=5_Park=5_Office=3_Tech Startup=3_Subway=3_Airport Terminal=3_Bridge=3_Stadium=3,"Hyde Park=2_Terminal 5=2_Terminal 4=1_Lewisham Hospital=1_Farthing Downs=1_Tidal Wave=1_London Stock Exchange=1_Heathrow Express Station (HX)=1_Zara=1_Malta Embassy=1_Olympic Stadium=1_St. Mary Axe=1_Hyde Park Souvenirs=1_Vogue House=1_Enthuse=1_London 2012 venue - ExCel - North Arena One=1_itw envopak=1_Paul=1_Starbucks=1_Norbury Park=1_Orbit Circus=1_Garden Café=1_Google Campus=1_South Kensington and Chelsea=1_Millennium Bridge=1_Finchley Central Underground Station=1_Bershka=1_Morrisons=1_Aldgate East Underground Station=1_New Bond Street=1_Tower Bridge=1_Violet=1_Archway Underground Station=1_London Euston Railway Station (EUS)=1_The Pavilion Holiday Villa Hotel=1_Hampton Hill New Gate, Bushy Park=1_Songkick=1_Apple Europe=1_Dining Hall - Athletes Village=1_Coca-Cola Beatbox - Olympic Park=1_Kensington Palace=1_YO! Sushi=1_Woolwich Arsenal Railway Station (WWA)=1_Farringdon Railway Station (ZFD)=1_Pilpel=1_F. Cooke=1_Central Working @ Campus=1_London 2012 Eton Manor=1_Platform 2=1_Ristorante Semplice=1_Hammersmith Bridge=1_Jubilee Park=1_Harrods=1_London Waterloo Control WICC=1_Urban Outfitters=1",Train Station=51.48988943 0.06922245_Stadium=51.55382049 -0.01609325_Bridge=51.50951705 -0.09849072_Airport Terminal=51.47149308 -0.4883337_Tech Startup=51.52266899 -0.07851596_Office=51.51437607 -0.14185756_Subway=51.56542649 -0.13496876_Park=51.50358708 -0.01832485
Tue Sep 04 12:30:00 UTC 2012,1,12,750,1457,50,Gyms or Fitness Centers=3_Nightlife Spots=3_Food=14_Shops & Services=9_Travel & Transport=6_Professional & Other Places=6_Outdoors & Recreation=5_Arts & Entertainment=5,Train Station=4_Coffee Shop=3_Gym=3,"Kensington Palace=2_MoreFit Personal Training=2_Starbucks=2_British Museum=1_Streamtime UK=1_Pret A Manger=1_Kensington Palace Gardens=1_McDonald's=1_Wasabi=1_Staines Leisure Centre=1_Dartford Crossing=1_J.J. Moon's (Wetherspoon)=1_Daddy Donkey=1_La forchetta=1_South Molton St.=1_Wimbeldon=1_Lidl - Well Street=1_St. Lawrence Jewry=1_Pumblechook's=1_Piccadilly Circus=1_BLT Snacks=1_Chelsea arts club=1_Clerk and Well=1_London King's Cross Railway Station (KGX)=1_United Colors of Benetton=1_King's Cross St Pancras Underground Station=1_Macari's Musical Instruments=1_Southside Shopping Centre=1_Cross Media 2012=1_Costa Coffee=1_Natural History Museum=1_King George's Park=1_Tate Britain Cafe, Tate Britain=1_Chipotle=1_London Liverpool Street Railway Station (LST)=1_Olympic Flower Meadow=1_Tate Modern=1_Charing Cross Railway Station (CHX)=1_Mexican Street Kitchen=1_HT Harris=1_Jamie's=1_London 2012 venue - North Greenwich Arena=1_Paddington Gateline 2-5=1_House of Fraser=1_Smithfield Market=1_IBM Staines (Lotus Park)=1_The Old Ship=1",Train Station=51.51783641 -0.08186102_Coffee Shop=51.371592 -0.48763_Gym=51.43004349 -0.501267
Tue Sep 04 13:00:00 UTC 2012,1,13,780,1459,69,Food & Drink Shops=8_Travel & Transport=11_Shops & Services=14_Food=27_Outdoors & Recreation=5_Professional & Other Places=6,Grocery Store=7_Coffee Shop=5_Café=5,"Tesco Extra=2_Paddington Railway Station (PAD)=2_Terminal 5=2_Starbucks=2_Tesco Metro=2_Tanner Street Gardens=1_St Mary Woolnoth=1_Pasta Brown=1_Sainsburys=1_Foxcroft & Ginger=1_Waitrose=1_Mooca Cafe=1_Franco Manca=1_Monument to the Great Fire of London=1_Pizza Hut=1_Scootercaffe=1_Thai Dream=1_Chequers=1_Zulily UK=1_TfL Bus 499=1_Vapiano=1_Cineworld Haymarket=1_Heathrow Terminal 5 Underground Station=1_Pixxa On The Move=1_British Library=1_Emirates Royal Docks (North Terminal)=1_Taylor St Baristas=1_Arnos Grove Underground Station=1_London 2012 - Greenwich Park=1_Exmouth Market=1_Business Design Centre=1_Hoxton Salon=1_Flat Planet=1_EAT.=1_London Fields Lido=1_Yumchaa Teas=1_Storm Surge=1_London, UK=1_Spring Gardens=1_Apple Store=1_Oxford Street=1_London 2012 Megastore=1_Zamazingo=1_The Albion=1_HT Harris=1_Café Bean Bag=1_Pho=1_All Star Lanes=1_Mandarin Kitchen=1_Intellect=1_Servisair Lounge=1_Lincoln's Inn Fields=1_The Oxford Arms=1_Hyde Park=1_Bond Street=1_Harrods=1_Burger King=1_Hard Rock Cafe London=1_The Ramblers Rest=1_Profile=1_Marks & Spencer=1_Lite College=1_Warren House=1_Union Jacks - Covent Garden=1",Café=51.49254646 -0.25975049_Coffee Shop=51.49254646 -0.25975049_Grocery Store=51.511369 -0.1250521
Tue Sep 04 13:30:00 UTC 2012,1,13,810,1553,53,Nightlife Spots=5_Travel & Transport=5_Shops & Services=13_Food=6_Outdoors & Recreation=4_Professional & Other Places=4_Arts & Entertainment=9_Colleges & Universities=4,Pub=5_Movie Theater=2_Gym=2_Park=2_Sporting Goods Shop=2_Mall=2_Subway=2,"Vue=2_The New Crown (Wetherspoon)=2_Southfields Underground Station=1_Rough Trade East=1_Pret A Manger=1_Saw - The Ride=1_The Half Moon (Wetherspoon)=1_Facebook UK=1_Trinity Square=1_The Bentall Centre=1_Angels Fancy Dress=1_Anfa Café=1_Museum of London=1_Fire & Stone=1_The Gipsy Moth=1_hrs.com=1_Debenhams=1_Starbucks Pavillion Café, British Airways Waterside=1_Radisson Blu=1_Fulham FC Shop=1_Hounslow Central Underground Station=1_Southfields Library=1_Victoria's Secret=1_CAPA International=1_London ExCel Fencing=1_Merchant Square=1_River Island HQ=1_Natural History Museum=1_The Argyle=1_Canary Wharf Pier=1_M&M's World=1_Boots=1_London 2012 Olympic Park=1_Tesco Express=1_Twin Towers English College=1_London 2012 Megastore=1_Buckingham Palace=1_jivamukti yoga=1_All Star Lanes=1_Pedlar's Park=1_Lloyds=1_Olympic Park=1_Canon's Leisure Centre=1_Platform 3=1_Muriel's Kitchen=1_ZSL London Zoo=1_Oasis Sports Centre=1_Westfield Stratford City=1_St James's Park=1_Prosperity - HQ=1_Patisserie Valerie=1",Mall=51.41152025 -0.30454874_Pub=51.48218468 -0.00989199_Sporting Goods Shop=51.54150172 -0.01817992_Movie Theater=51.5111269 -0.1292612_Gym=51.51572315 -0.12589143_Subway=51.44539839 -0.20662665_Park=51.50238496 -0.13526917
Tue Sep 04 14:00:00 UTC 2012,1,14,840,1719,56,Nightlife Spots=4_Food=12_Shops & Services=6_Travel & Transport=10_Professional & Other Places=8_Arts & Entertainment=6_Outdoors & Recreation=5,Train Station=6_Coffee Shop=3_Office=3,London Euston Railway Station (EUS)=4_London 2012 Megastore=2_The Groucho Club=2_Royal China=1_Great British Garden=1_Pizza Express=1_Olympic Stadium=1_Chez Gray=1_Custom House for ExCeL DLR Station=1_Westfield=1_Shoekey=1_Museum of London=1_Paralympic Boccia ExCel=1_University College Hospital=1_EATalia=1_Hampstead Creperie=1_Jak's Bar=1_kiss gym=1_St Pancras Intl. Station (STP) - International Lines=1_hrs.com=1_Boulangerie Bon Matin=1_British Airways Park Live=1_Milo's Barbers=1_Terminal 1=1_Camden Coffee House=1_London King's Cross Railway Station (KGX)=1_Protein UK=1_Yauatcha=1_Leicester Square=1_Daytona Sandown Park=1_Little Waitrose=1_Poundland=1_Wimbledon Bridge House=1_London Heathrow Airport (LHR)=1_The Guardian=1_Kingston College=1_Delimama=1_Wellcome Collection=1_Wagamama=1_Square Enix=1_London 2012 Copper Box=1_Dinner by Heston=1_Ega school=1_Hereford Arms=1_Hyde Park=1_Brent=1_Knightsbridge=1_Sainsbury's Local=1_Mad World Fancy Dress and Costume Hire=1_Princess Royal University Hospital=1_Regent Street=1,Train Station=51.52855719 -0.13290882_Coffee Shop=51.52318162 -0.0797337_Office=51.53469748 -0.12194395
Tue Sep 04 14:30:00 UTC 2012,1,14,870,1622,58,Shops & Services=8_Food=14_Travel & Transport=6_Arts & Entertainment=6_Outdoors & Recreation=8_Professional & Other Places=15,Office=8_Subway=3_Park=3,Las Iguanas=2_London 2012 Royal Artillery Barracks=2_YO! Sushi=2_Selfridges & Co=2_ExCeL London=2_Costa Coffee=1_Park Royal Underground Station=1_London 2012 Eton Manor=1_Shadwell Station=1_Homa=1_Victoria Park=1_Wahaca=1_Kensington Town Hall=1_Tom Ford AW 12 Colours Showcase=1_Starbucks=1_Mercieca=1_Abercrombie & Fitch=1_Edgware Academy=1_BBC Olympic Outside Broadcast Unit=1_Mortimers=1_London 2012 - Greenwich Park=1_British Airways Park Live=1_Baker Street Underground Station=1_IKEA=1_Thorpe Park=1_Sartori=1_La Petite Maison=1_MVB Lee Tunnel project office=1_Hammersmith Underground Station=1_Reply UK Ltd=1_Moro=1_Rush=1_The Espresso Room=1_Tizaro Headquarters=1_Bar-ish=1_Yahoo! UK=1_Oxford Street=1_UBS=1_The May Fair Hotel=1_Tate Modern=1_More London Riverside=1_Wellcome Collection=1_Hoxton Hotel Grill=1_Camden Market=1_St Anne's Church Courtyard=1_Drum=1_MOO HQ=1_Coca-Cola Pin Trading=1_Sainsbury's=1_London 2012 - ExCel - South Arena 2=1_SKY=1_HSBC Group HO=1_St Paul's Churchyard=1,Office=51.5193894 -0.08446295_Park=51.51328161 -0.09720657_Subway=51.4919987 -0.22321343
Tue Sep 04 15:00:00 UTC 2012,1,15,900,1467,47,Museums=4_Nightlife Spots=3_Shops & Services=9_Travel & Transport=6_Food=10_Outdoors & Recreation=4_Arts & Entertainment=10_Professional & Other Places=5,Coffee Shop=4_Restaurant=3_Science Museum=3_Pub=3,Natural History Museum=2_Cannizaro House=2_Sports Direct=2_London 2012 Olympic Park=2_Starbucks=2_London 2012 Aquatics Centre=1_Rob Roy=1_Vortex=1_Foxcroft & Ginger=1_Charlotte Street Hotel Screening Room=1_200 Aldersgate=1_Supreme Court=1_Paddington Street Gardens=1_Quiksilver=1_Heathrow Express Train - Paddington [PAD] to Heathrow [HXX]=1_Osterley Garden Centre=1_Hampstead Heath=1_Victoria and Albert Museum (V&A)=1_Food Garden Cafe=1_Ealing Common=1_Departures Hall=1_Terminal 3=1_Chanel=1_Daniel Motors=1_Hawley Arms=1_St Ann's Shopping Centre=1_Shenley primary school and nursery=1_Serpentine Bar & Kitchen=1_West Middlesex University Hospital=1_Benugo=1_Charing Cross Railway Station (CHX)=1_Team London Bridge=1_London 2012 - ExCeL North Arena 2 (Judo Venue)=1_Fernandez &Wells=1_جيلو كباب المهدي=1_TalkTalk Group HQ=1_Science Museum=1_Iceland=1_Tesco Extra=1_Hard Rock Cafe London=1_The Lighthouse=1_London 2012 Paralympics Powerlifting ExCel Centre=1,Pub=51.54200886 -0.14532637_Science Museum=51.4965242 -0.17650545_Coffee Shop=51.53162743 -0.12632422_Restaurant=51.49206161 -0.22410628
Tue Sep 04 15:30:00 UTC 2012,1,15,930,1448,50,Nightlife Spots=4_Shops & Services=13_Food=11_Travel & Transport=6_Professional & Other Places=5_Arts & Entertainment=6_Outdoors & Recreation=4,Department Store=5_General Entertainment=4_Other Great Outdoors=4,London 2012 Olympic Park=4_Selfridges & Co=2_Harrods=2_Cineworld Haymarket=2_RSPCA Charity Shop=1_Stoke Newington Railway Station (SKW)=1_Westfield London=1_McDonald's=1_Wellcome Trust=1_Cash Converters=1_Ability Place=1_Nando's=1_Starbucks=1_loop.ph=1_Walkabout=1_Covent Garden Market=1_Kika=1_London Jade Garden=1_Virgin Media TV House=1_Terminal 5=1_The Association=1_Edgware Underground Station=1_Pizzahut=1_Portcullis House=1_Boots=1_Shack Cafe=1_Apple Store=1_Woking Railway Station (WOK)=1_Fitzroy Square=1_Oxford Street=1_London 2012 Megastore=1_Tea House Theatre=1_Churchill Arms=1_Penge=1_Fox On The Hill (Wetherspoon)=1_JWT=1_Sofitel London Heathrow=1_Ladurée=1_Pond Square=1_Marks & Spencer=1_London 2012 - Greenwich Park=1_Betjeman Arms=1_Vodafone=1_Westminster Kingsway College=1,Department Store=51.51435128 -0.15269279_General Entertainment=51.5396358 -0.01317501_Other Great Outdoors=51.52270461 -0.13986225
Tue Sep 04 16:00:00 UTC 2012,1,16,960,1576,68,Residences=5_Travel & Transport=13_Food=9_Shops & Services=9_Professional & Other Places=10_Arts & Entertainment=6_Outdoors & Recreation=16,Office=5_Bridge=5_Train Station=4,Queen's Hospital=2_Oxford Street=2_London 2012 Olympic Park=2_Terminal 5=2_Tower Bridge=2_Blackfriars Bridge=2_TCS Media=1_Swiss Cottage Underground Station=1_Domino's Pizza=1_Dartford Crossing=1_Superdrug Head Office=1_Canary Wharf Underground Station=1_Brick Lane | ব্রিক লেন=1_St Pancras Intl. Station (STP) - Domestic Lines=1_Canary Wharf=1_Thornbury Square=1_Novotel=1_BSkyB Gym=1_London Stock Exchange=1_Crémerie Crêperie=1_St Pancras Intl. Station (STP) - International Lines=1_Rush Hair=1_London Skate Centre=1_Chippy=1_Olympic Campsite 2012=1_Chez Asti=1_Cerner UK - Paddington=1_UBS Capital=1_Home=1_Jersey Boys=1_Gatwick Express Victoria (VIC) to Gatwick Airport (GTW)=1_Tottenham Police Station=1_Emirates Stadium=1_The Co-operative Food=1_OXO Tower Brasserie=1_Boots=1_Villandry=1_St. Martin's Lane Hotel=1_Tottenham Town Hall=1_London Euston Railway Station (EUS)=1_Gregg's Roehampton=1_London Heathrow Airport (LHR)=1_Cybercandy=1_Bernie Spain Gardens=1_Village Food Court=1_Olympic Park=1_Tottenham Hale Retail Park=1_Marylebone Railway Station (MYB)=1_Tate Modern=1_Sainsbury's=1_Home ;)=1_National Gallery=1_Knightsbridge=1_Pret A Manger=1_Regent's Park=1_Carat=1_Harrods=1_Adam St. Private Members Club=1_Platform 13=1_Patisserie Valerie=1_Go Outdoors=1_Hammersmith Park=1,Train Station=51.53074643 -0.12578487_Bridge=51.50576416 -0.07525206_Office=51.52441871 -0.14295101
Tue Sep 04 16:30:00 UTC 2012,1,16,990,1483,56,Food=10_Travel & Transport=14_Shops & Services=10_Arts & Entertainment=6_Colleges & Universities=5,Subway=7_Train Station=4,"NYU in London Student Centre=2_Walk In NHS Medical Centre=2_Terminal 1=1_Warren Street Underground Station=1_Paperchase=1_HSBC=1_Nando's=1_St James's Park Underground Station=1_Santander=1_English Base Preston Manor=1_Euston Underground Station=1_NikeTown=1_Canary Wharf=1_London 2012 Superstore - Hyde Park=1_Subway=1_The Metropolitan Bar (Wetherspoon)=1_Margravine Cemetery=1_Starbucks=1_Oxford Circus Underground Station=1_High Barnet Underground Station=1_Boheme Kitchen & Bar=1_Ottolenghi=1_Cladish=1_Bloomsbury Fitness=1_Terminal 5 Transit=1_Warehouse Court, Royal Arsenal Riverside=1_Green Park Underground Station=1_London Graphic Centre=1_The Sherlock Holmes Museum=1_Kiehl's=1_London Euston Railway Station (EUS)=1_Tutti Frutti Covent Garden=1_Queen Mother Sports Centre=1_Omni Facilities=1_Oxford Street=1_PizzaLuxe=1_Leon's=1_Liberty of London=1_London 2012 Olympic Village=1_Tate Modern=1_Sydenham Railway Station (SYD)=1_Greenwich Meridian=1_London 2012 Copper Box=1_London 2012 Olympic Park=1_The Crown=1_Platform 4=1_LA Fitness=1_Victoria Underground Station=1_London=1_Caffè Nero=1_Revolution=1_Science Museum=1_Romford Railway Station (RMF)=1_111 Burrfield Drive=1",Train Station=51.51850318 -0.08135659_Subway=51.49927267 -0.13383687
Tue Sep 04 17:00:00 UTC 2012,1,17,1020,1569,50,Nightlife Spots=4_Train Stations=4_Shops & Services=4_Food=7_Travel & Transport=15_Professional & Other Places=4_Outdoors & Recreation=7_Arts & Entertainment=8,Train Station=5_General Entertainment=4,London 2012 Olympic Park=4_London Liverpool Street Railway Station (LST)=2_Platform 8=2_London 2012 Aquatics Centre=2_Olympic Stadium=2_Home House=1_Pizzeria=1_TGI Friday's=1_Dartford Crossing=1_Islington B&B=1_Abbey Road Crossing=1_Clissold Park=1_Dulwich Cricket Club=1_American School In London=1_British Sky Broadcasting=1_William Morris Riverside Pub=1_All That Glitters=1_Emirates Royal Docks (North Terminal)=1_Apostrophe (Brunswick Centre)=1_My PT Studio=1_Cineworld Enfield=1_Green Park=1_London Euston Railway Station (EUS)=1_Stoke Newington=1_The George (Harvester)=1_Harrow & Wealdstone Railway Station (HRW)=1_The Bald Faced Stag=1_Redbridge Roundabout=1_Brunel University=1_London Heathrow Airport (LHR)=1_Clacket Lane Services=1_Metolino=1_Peter May Sports Center=1_Euston (EUS) to Tring (TRI) Train=1_London 2012 Main Press Centre / International Broadcast Centre=1_Exchange House (Exchange Square)=1_Dial Arch=1_Olympic Park=1_Dirty Burger=1_Platform 1=1_Nesta=1_Wolsey Place=1_2love Tea And Coffee=1,Train Station=51.52855719 -0.13290882_General Entertainment=51.5396358 -0.01317501
