time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues,Coord
Thu Sep 06 21:00:00 UTC 2012,3,21,1260,651,25,Food=7_Airports=2_Travel & Transport=9_Professional & Other Places=2_Nightlife Spots=3,Light Rail=3_Airport=2,"San Francisco International Airport (SFO)=2_Top of the Mark @ InterContinental Mark Hopkins=1_Fog City Diner=1_Airbnb HQ=1_Virgin America=1_The Slanted Door=1_Powell Street Cable Car Turnaround=1_MUNI Metro Stop - Embarcadero & Folsom=1_Bottom of the Hill=1_Public Works=1_Redwood Room=1_Thirsty Bear Brewing Company=1_F Market - Duboce=1_Crab House=1_Gate 53=1_Lori's Diner=1_Bourbon Steak=1_H&M=1_Clift Hotel=1_McCoppin St=1_The Castro=1_Dalva=1_San Francisco, California=1_Ristorante Umbria=1",Airport=37.61642405 -122.38627911_Light Rail=37.79063346 -122.38978744
Thu Sep 06 21:30:00 UTC 2012,3,21,1290,500,39,Food=9_Airports=4_Shops & Services=3_Travel & Transport=11_Arts & Entertainment=6_Nightlife Spots=8,Hotel=4_Bar=3_Airport Terminal=3,JetBlue Airways=2_San Francisco International Airport (SFO)=2_Fourth Street Bar & Grill=1_Westfield San Francisco Centre=1_Blue Front Cafe=1_Abercrombie & Fitch=1_Lookout=1_Century San Francisco Centre 9 & XD=1_Pizzeria Delfina=1_Sundance Kabuki Cinemas=1_Argonaut Hotel=1_Playland=1_Thai House 530=1_The Fillmore=1_Bottom of the Hill=1_Vinnie's residence=1_Nordstrom=1_El Rio=1_Twenty Five Lusk=1_Top of the Mark @ InterContinental Mark Hopkins=1_Firewood Café=1_Subway=1_West Portal MUNI Metro Station=1_West Portal=1_Americano Restaurant & Bar=1_San Francisco Marriott Marquis=1_Herbst Theatre=1_BJ's Restaurant & Brewhouse=1_Tony’s Pizza Napoletana=1_Le Méridien=1_The Independent=1_Virgin America Baggage Claim=1_Gate A12=1_Zingari Ristorante=1_Sir Francis Drake Hotel=1_The Crib=1_Lefty O'Doul's=1,Airport Terminal=37.611504 -122.390233_Hotel=37.78475762 -122.40434647_Bar=37.7871723 -122.40866256
Thu Sep 06 22:00:00 UTC 2012,3,22,1320,436,23,Food=5_Travel & Transport=3_Residences=2_Professional & Other Places=2_Colleges & Universities=2_Nightlife Spots=7,Bar=3_Airport=2_Gay Bar=2_Home (private)=2,San Francisco International Airport (SFO)=2_920 Special=1_Giordano Bros.=1_The Pub=1_Cornerstone Church=1_Toronado=1_우리집 화장실=1_Professor Lupin's Hideout=1_Upcider=1_QBar=1_Badlands=1_Public Works=1_Rich Table=1_Lightning Tavern=1_San Francisco State University=1_The Independent=1_University Park South=1_Lori's Diner=1_McCormick & Kuleto's=1_Ghirardelli Square=1_Zeitgeist=1_Fairmont Heritage Place=1,Home (private)=37.72162725 -122.47502922_Gay Bar=37.760848 -122.43549627_Airport=37.61642405 -122.38627911_Bar=37.77192748 -122.43102908
Thu Sep 06 22:30:00 UTC 2012,3,22,1350,291,19,Food=5_Shops & Services=2_Travel & Transport=4_Residences=2_Professional & Other Places=1_Arts & Entertainment=1_Nightlife Spots=4,Airport=4_Bar=2,"San Francisco International Airport (SFO)=4_Thirsty Bear Brewing Company=1_Bloomingdale's=1_The JACKhouse=1_Swig=1_Doc's Clock=1_Delarosa=1_Eve Lounge=1_SF Baked Love=1_a Galaxy Far, Far Away...=1_The Independent=1_USF - Gleeson Library=1_Basil Canteen=1_Vacation=1_Lolinda=1_Infusion Lounge=1",Airport=37.61642405 -122.38627911_Bar=37.75584903 -122.4187509
Thu Sep 06 23:00:00 UTC 2012,3,23,1380,271,9,Food=2_Shops & Services=1_Travel & Transport=1_Performing Arts Venues=1_Arts & Entertainment=1_Nightlife Spots=4,Bar=2_Beer Garden=1_Clothing Store=1_Diner=1_Latin American Restaurant=1_Other Nightlife=1_Theater=1_Hotel=1,Liverpool Lils=1_Essential Nightlife=1_SHN Curran Theatre=1_Rumors=1_Lori's Diner=1_Panchitas #2=1_Vacation=1_Zeitgeist=1_JW Marriott=1,Hotel=37.78818636 -122.4103053_Theater=37.78700533 -122.41048229_Other Nightlife=37.78694521 -122.4200964_Latin American Restaurant=37.76499331 -122.42166_Clothing Store=37.783987 -122.41759_Beer Garden=37.77011684 -122.42210805_Diner=37.786783 -122.409728_Bar=37.79828489 -122.44717598
Thu Sep 06 23:30:00 UTC 2012,3,23,1410,236,9,Food=3_Outdoors & Recreation=1_Music Venues=2_Arts & Entertainment=2_Nightlife Spots=2,Rock Club=2_Park=1_Lounge=1_Japanese Restaurant=1_Pizza Place=1_Bar=1_Mexican Restaurant=1,Blarney Stone Bar & Restaurant=1_Eve Lounge=1_Hole In The Wall Pizza=1_The Cman Den=1_Rickshaw Stop=1_Golden Gate Park Skate and Bike=1_Dojima Ann=1_La Oaxaqueña Bakery & Restaurant=1_Project Mayhem=1,Mexican Restaurant=37.76292749 -122.4195473_Rock Club=37.77558691 -122.46381578_Pizza Place=37.79988301 -122.44119729_Park=37.77268703 -122.46432438_Lounge=37.787294 -122.397454_Bar=37.78005999 -122.4799633_Japanese Restaurant=37.7863024 -122.408582
Fri Sep 07 00:00:00 UTC 2012,4,0,0,183,7,Travel & Transport=2_Residences=1_Professional & Other Places=1_Nightlife Spots=3,Airport=2_Lounge=1_Non-Profit=1_Residential Building (Apartment / Condo)=1_Wine Bar=1_Bar=1,San Francisco International Airport (SFO)=2_Smuggler’s Cove=1_Rise=1_Amelie=1_Park Merced Apartments 350=1_Hemlock Tavern=1,Wine Bar=37.7931488 -122.42122858_Airport=37.61642405 -122.38627911_Residential Building (Apartment / Condo)=37.72032049 -122.48322917_Lounge=37.77937705 -122.42345182_Non-Profit=37.757433 -122.451349_Bar=37.78739884 -122.42008567
Fri Sep 07 00:30:00 UTC 2012,4,0,30,136,7,Food=3_Travel & Transport=1_Residences=1_Professional & Other Places=1,Coffee Shop=1_Thai Restaurant=1_Event Space=1_Residential Building (Apartment / Condo)=1_Juice Bar=1_Hotel=1,Marriott Hotel=1_Lighthouse Lofts=1_958 Hayes=1_Sera Phi=1_Starbucks=1_Million Thai=1_Stage 24 Productions=1,Hotel=37.80581692 -122.41745672_Juice Bar=37.77828324 -122.40870681_Residential Building (Apartment / Condo)=37.7757988 -122.43225861_Event Space=37.778276 -122.408664_Thai Restaurant=37.78324831 -122.40683726_Coffee Shop=37.700865 -122.48327
Fri Sep 07 01:00:00 UTC 2012,4,1,60,95,2,Travel & Transport=1_Nightlife Spots=1,Hotel=1_Dive Bar=1,The Westin St. Francis=1_Horseshoe Tavern=1,Dive Bar=37.800771 -122.436837_Hotel=37.78758113 -122.40879893
Fri Sep 07 01:30:00 UTC 2012,4,1,90,91,4,Outdoors & Recreation=2_Shops & Services=1_Nightlife Spots=1,Neighborhood=1_Drugstore / Pharmacy=1_Other Great Outdoors=1_Nightclub=1,Walgreens=1_The Castro=1_18th & Castro Street=1_Infusion Lounge=1,Nightclub=37.78543595 -122.40846634_Other Great Outdoors=37.76091807 -122.43504284_Drugstore / Pharmacy=37.76094543 -122.4351092_Neighborhood=37.76088961 -122.43500076
Fri Sep 07 02:00:00 UTC 2012,4,2,120,68,1,Nightlife Spots=1,Nightclub=1,Ruby Skye=1,Nightclub=37.78742901 -122.409867
Fri Sep 07 02:30:00 UTC 2012,4,2,150,62,2,Residences=1_Nightlife Spots=1,Sports Bar=1_Residential Building (Apartment / Condo)=1,24th Ave. Central Richmond=1_Monaghan's=1,Residential Building (Apartment / Condo)=37.77812357 -122.48061476_Sports Bar=37.8000884 -122.43962139
Fri Sep 07 03:00:00 UTC 2012,4,3,180,77,1,Professional & Other Places=1,Office=1,CBS 5=1,Office=37.79903274 -122.40130587
Fri Sep 07 03:30:00 UTC 2012,4,3,210,57,1,Shops & Services=1,Convenience Store=1,7-Eleven=1,Convenience Store=37.742602 -122.49002867
Fri Sep 07 04:00:00 UTC 2012,4,4,240,56,1,Travel & Transport=1,Hotel=1,JW Marriott=1,Hotel=37.78818636 -122.4103053
Fri Sep 07 04:30:00 UTC 2012,4,4,270,79,5,Airports=3_Travel & Transport=5,Airport Terminal=3_Taxi=1_Airport=1,San Francisco International Airport (SFO)=1_Terminal 3=1_United Airlines Priority Security Checkpoint=1_Taxi=1_SFO Terminal 3=1,Airport Terminal=37.62081959 -122.38954515_Taxi=37.77265 -122.43832838_Airport=37.61642405 -122.38627911
Fri Sep 07 05:00:00 UTC 2012,4,5,300,92,8,Airports=1_Food=2_Shops & Services=1_Travel & Transport=3_Professional & Other Places=1_Residences=1,Airport=2_Coffee Shop=1_Airport Gate=1_Diner=1_Bookstore=1_Home (private)=1_Parking=1,San Francisco International Airport (SFO)=2_SFO News Connection=1_Starbucks=1_Hillgate Manor=1_Lori's Diner=1_Gate 87=1_SFO Long Term Parking=1,Parking=37.6361039 -122.40076303_Home (private)=37.79623152 -122.41841076_Bookstore=37.62019911 -122.38764761_Airport=37.61642405 -122.38627911_Diner=37.62023127 -122.38790989_Airport Gate=37.62048621 -122.38984108_Coffee Shop=37.76371121 -122.477401
Fri Sep 07 05:30:00 UTC 2012,4,5,330,107,2,Shops & Services=1_Travel & Transport=1_Gyms or Fitness Centers=1,Airport=1_Gym=1,Gold's Gym=1_San Francisco International Airport (SFO)=1,Gym=37.76372623 -122.43344307_Airport=37.61642405 -122.38627911
Fri Sep 07 06:00:00 UTC 2012,4,6,360,172,5,Offices=1_Shops & Services=1_Travel & Transport=3_Professional & Other Places=1_Gyms or Fitness Centers=1,Airport=3_Tech Startup=1_Gym=1,San Francisco International Airport (SFO)=3_Demandforce=1_Mercury Fitness High Performance Pilates Center=1,Gym=37.797917 -122.430527_Airport=37.61642405 -122.38627911_Tech Startup=37.78512254 -122.40534381
Fri Sep 07 06:30:00 UTC 2012,4,6,390,178,12,Food=3_Airports=2_Travel & Transport=6_Residences=3,Subway=2_Residential Building (Apartment / Condo)=2_Fast Food Restaurant=1_Coffee Shop=1_Airport Gate=1_Airport=1_Train Station=1_Home (private)=1,The JACKhouse=1_Cafe La Flore=1_361 11th avenue=1_Terminal 3=1_San Francisco International Airport (SFO)=1_Burger King=1_Civic Center/UN Plaza BART Station=1_Montgomery St. BART Station=1_Trinity Place=1_Cable Car Stop (Powell And California)=1_Schubert's Bakery=1_Gate 86=1,Home (private)=37.77717566 -122.41841076_Subway=37.77924182 -122.41431589_Airport=37.61642405 -122.38627911_Fast Food Restaurant=37.63819819 -122.4200803_Residential Building (Apartment / Condo)=37.78651946 -122.45370413_Airport Gate=37.6209281 -122.38981962_Train Station=37.792099 -122.409341_Coffee Shop=37.78260174 -122.47029468
Fri Sep 07 07:00:00 UTC 2012,4,7,420,255,17,Food=4_Shops & Services=4_Travel & Transport=6,Coffee Shop=3_Breakfast Spot=1_Doctor's Office=1_Tourist Information Center=1_Strip Club=1_Clothing Store=1_Airport=1_Internet Cafe=1,"Mitchell Brothers=1_Muni - 2 Clement & Arguello=1_Mission Cliffs=1_American Airlines=1_Goodwill Industries=1_Four Seasons Hotel San Francisco=1_Frenchy's=1_San Francisco International Airport (SFO)=1_Dottie's True Blue Cafe=1_Starbucks=1_Peet's Coffee & Tea=1_SF Whale Tour=1_Giants Dugout at Lefty O'Doul's=1_Montgomery St. BART Station=1_Latch, So & Hipp Chiropractic=1_Coffee to the People=1_San Francisco Welcome Center=1",Airport=37.61642405 -122.38627911_Breakfast Spot=37.78179832 -122.40988791_Clothing Store=37.78732968 -122.40902761_Strip Club=37.78501199 -122.41938829_Tourist Information Center=37.78828948 -122.40837494_Doctor's Office=37.78730769 -122.42197126_Internet Cafe=37.78588147 -122.43263737_Coffee Shop=37.76491561 -122.4321618
Fri Sep 07 07:30:00 UTC 2012,4,7,450,296,23,Food=5_Offices=2_Shops & Services=4_Travel & Transport=5_Professional & Other Places=7_Colleges & Universities=3,Airport=5_Coffee Shop=3,San Francisco International Airport (SFO)=5_Pacific Eye Associates=1_U.S. Environmental Protection Agency (EPA)=1_TalentBin HQ: Purple Squirrel Breeding And Unicorn Petting Zoo=1_GameStop=1_Karikter=1_Starbucks=1_USF - Lone Mountain Campus=1_Peet's Coffee & Tea=1_Bazaarvoice=1_FACESsf=1_CCSF SFO Fire Science/Aeronautics=1_Tazza D'Amore=1_Walgreens=1_Macy's Mens Store=1_Skyline College=1_Park SFO=1_Max's Eatz and Fresh Bakery=1_Golden Gate Grill=1,Airport=37.61642405 -122.38627911_Coffee Shop=37.790243 -122.422281
Fri Sep 07 08:00:00 UTC 2012,4,8,480,504,17,Food=4_Outdoors & Recreation=2_Offices=1_Shops & Services=2_Travel & Transport=6_Bus Stations=1_Professional & Other Places=2_Colleges & Universities=1,Airport=3_Tech Startup=1_Bus Line=1_Coffee Shop=1_Plaza=1_Pool=1_College Theater=1_Bus Station=1,San Francisco International Airport (SFO)=3_Small Foods=1_Muni 1 Inbound Bus Stop=1_Town's End Restaurant & Bakery=1_La Petite Baleen Swim School=1_Chevron Pump #4.1=1_San Francisco Conservatory of Music=1_The Melt=1_Dreamforce 2012=1_22nd Street Caltrain Station=1_Muni Stop No. 14326=1_Sharespost=1_Cafe Me=1_Union Square=1_Philz Coffee=1,Airport=37.61642405 -122.38627911_Tech Startup=37.6289699 -122.4221024_College Theater=37.77541643 -122.42025521_Pool=37.6223708 -122.4111592_Bus Station=37.78716143 -122.4470526_Plaza=37.78775017 -122.40762823_Coffee Shop=37.77583552 -122.39346185_Bus Line=37.751212 -122.434074
Fri Sep 07 08:30:00 UTC 2012,4,8,510,498,24,Food=6_Shops & Services=5_Travel & Transport=7_Professional & Other Places=6,Coffee Shop=3_Office=3_Airport=3_Café=2_Subway=2_Electronics Store=2,San Francisco International Airport (SFO)=3_Starbucks=2_Bear Images=2_Spikes Coffee & Tea=1_Cheese Plus=1_California Pacific Medical Center=1_Oracle Team USA -Pier 80=1_Transbay Temporary Terminal=1_The American Grilled Cheese Kitchen=1_24th St. Mission BART Station=1_Salesforce.com=1_Civic Center/UN Plaza BART Station=1_Le Méridien=1_Cafe Flore=1_Breakaway Communications=1_RocketSpace=1_The Sports Club/LA=1_COG1 Interactive=1_The Grove=1_24 Hour Fitness=1,Electronics Store=37.76537985 -122.39459589_Subway=37.75206983 -122.41871771_Airport=37.61642405 -122.38627911_Café=37.777089 -122.421494_Office=37.798611 -122.402437_Coffee Shop=37.759311 -122.435117
