time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues,Coord
Tue Sep 04 22:00:00 UTC 2012,1,22,1320,68,5,Arts & Entertainment=2_Stadiums=1_Museums=1_Travel & Transport=3,Hotel=2_Subway=1_Soccer Stadium=1_History Museum=1,Eurostar Hotel=2_U Odeonsplatz=1_Glyptothek=1_Allianz Arena=1,History Museum=48.146124 11.565475_Hotel=48.144049 11.546368_Subway=48.14292386 11.57740116_Soccer Stadium=48.21878263 11.62466168
Tue Sep 04 22:30:00 UTC 2012,1,22,1350,94,2,Travel & Transport=2,Subway=1_Hotel=1,Park Hotel Laim=1_U Friedenheimer Straße=1,Hotel=48.13498681 11.51187266_Subway=48.1350275 11.5117631
Tue Sep 04 23:00:00 UTC 2012,1,23,1380,96,4,Arts & Entertainment=1_Outdoors & Recreation=1_Movie Theaters=1,Indie Movie Theater=1_Professional & Other Places=1_Other Great Outdoors=1,"City Kino=1_München=1_Am Schlosspark=1_Am Würmufer, Gauting=1",Other Great Outdoors=48.13745403 11.57589912_Professional & Other Places=48.068649 11.385728_Indie Movie Theater=48.137005 11.563554
Tue Sep 04 23:30:00 UTC 2012,1,23,1410,71,3,Food=1_Residences=1_Travel & Transport=1,Home (private)=1_Diner=1_Hotel=1,Sheraton München Arabellapark Hotel=1_Sheraton Arabellapark Executive Lounge=1_Schoeppis Home=1,Hotel=48.15133883 11.6180529_Diner=48.1510174 11.61754122_Home (private)=48.06868257 11.38266039
Wed Sep 05 00:00:00 UTC 2012,2,0,0,69,1,Hotels=1_Travel & Transport=1,Hostel=1,Haus International Munich=1,Hostel=48.16069411 11.55869917
Wed Sep 05 00:30:00 UTC 2012,2,0,30,52,0,"","","",""
Wed Sep 05 01:00:00 UTC 2012,2,1,60,42,0,"","","",""
Wed Sep 05 01:30:00 UTC 2012,2,1,90,10,0,"","","",""
Wed Sep 05 02:00:00 UTC 2012,2,2,120,13,1,Travel & Transport=1,Hotel=1,Courtyard by Marriott Munich City  Center=1,Hotel=48.13740307 11.55947006
Wed Sep 05 02:30:00 UTC 2012,2,2,150,34,0,"","","",""
Wed Sep 05 03:00:00 UTC 2012,2,3,180,12,0,"","","",""
Wed Sep 05 03:30:00 UTC 2012,2,3,210,17,0,"","","",""
Wed Sep 05 04:00:00 UTC 2012,2,4,240,19,0,"","","",""
Wed Sep 05 04:30:00 UTC 2012,2,4,270,7,0,"","","",""
Wed Sep 05 05:00:00 UTC 2012,2,5,300,10,0,"","","",""
Wed Sep 05 05:30:00 UTC 2012,2,5,330,7,1,Travel & Transport=1,Hotel=1,Sheraton Munich Westpark Hotel=1,Hotel=48.13344436 11.53249025
Wed Sep 05 06:00:00 UTC 2012,2,6,360,8,0,"","","",""
Wed Sep 05 06:30:00 UTC 2012,2,6,390,10,1,Food=1,Coffee Shop=1,Starbucks=1,Coffee Shop=48.13973081 11.55867934
Wed Sep 05 07:00:00 UTC 2012,2,7,420,14,0,"","","",""
Wed Sep 05 07:30:00 UTC 2012,2,7,450,22,1,Food=1,Coffee Shop=1,Red Coffee=1,Coffee Shop=48.12129888 11.60645485
Wed Sep 05 08:00:00 UTC 2012,2,8,480,29,7,Arts & Entertainment=1_Professional & Other Places=2_Stadiums=1_Residences=1_Travel & Transport=2,Office=2_Subway=1_Soccer Stadium=1_Train Station=1_Home (private)=1_Professional & Other Places=1,"Home Shopping Europe GmbH=1_Am Schlosspark=1_WG der unbändigen Lust=1_Dak=1_Am Würmufer, Gauting=1_Allianz Arena=1_S Isartor=1",Professional & Other Places=48.068649 11.385728_Home (private)=48.13450808 11.5277322_Train Station=48.1348263 11.58205748_Subway=48.1348263 11.58205748_Soccer Stadium=48.21878263 11.62466168_Office=48.121528 11.606158
Wed Sep 05 08:30:00 UTC 2012,2,8,510,32,12,Convention Centers=1_Arts & Entertainment=1_Food=1_Outdoors & Recreation=1_Professional & Other Places=7_Travel & Transport=1,Office=5_Coffee Shop=1_Train Station=1_Park=1_Historic Site=1_Meeting Room=1_Government Building=1,Die Schwabinger Bombe war hier=1_d.velop International=1_gutefrage.net GmbH=1_Olympiapark=1_S Hackerbrücke=1_NTT Data Deutschland GmbH=1_Referat für Bildung und Sport=1_Starbucks=1_Maisberger GmbH=1_PX5=1_Weber Shandwick=1_Bundesagentur für Arbeit=1,Government Building=48.1259205 11.55875248_Meeting Room=48.13909328 11.55386147_Historic Site=48.1617553 11.5873127_Coffee Shop=48.13973081 11.55867934_Park=48.1719815 11.55100822_Train Station=48.14189294 11.54856205_Office=48.13834513 11.6471501
Wed Sep 05 09:00:00 UTC 2012,2,9,540,50,11,Offices=1_Food=5_Outdoors & Recreation=1_Professional & Other Places=4_Shops & Services=1_Athletics & Sports=1,Coffee Shop=4_Office=3,Starbucks=2_Cafe am Max-Weber-Platz=1_IDG Germany Office=1_SPONSORs Sports Venue Summit=1_SevenOne Media GmbH=1_metaio GmbH=1_San Francisco Coffee Company=1_Web Media Publishing AG=1_Audi Christl & Schowalter=1_I O espresso Lounge=1,Coffee Shop=48.13973081 11.55867934_Office=48.099489 11.533552
Wed Sep 05 09:30:00 UTC 2012,2,9,570,39,7,Professional & Other Places=3_Travel & Transport=3,Office=3_Subway=2,Sex-World=1_Edelman Munich Office=1_CSU Landesleitung=1_Payback=1_U Friedenheimer Straße=1_U Schwanthaler Höhe=1_Sofitel Hotel - München (Munich)=1,Subway=48.1350275 11.5117631_Office=48.14983399 11.54856396
Wed Sep 05 10:00:00 UTC 2012,2,10,600,31,3,Food=1_Outdoors & Recreation=1_Professional & Other Places=1,Office=1_Café=1_Plaza=1,Edelman Munich Office=1_Chocolatte=1_Karlsplatz (Stachus)=1,Plaza=48.139342 11.565684_Café=48.13627111 11.56869977_Office=48.14776401 11.53726366
Wed Sep 05 10:30:00 UTC 2012,2,10,630,37,2,Professional & Other Places=1_Food & Drink Shops=1_Shops & Services=1,Farmers Market=1_Building=1,Ismaning=1_Viktualienmarkt=1,Building=48.22664993 11.68300322_Farmers Market=48.13526307 11.57617807
Wed Sep 05 11:00:00 UTC 2012,2,11,660,30,2,Professional & Other Places=1,Office=1,"PC-SPEZIALIST München Ost,=1_MAN HR Services GmbH=1",Office=48.22588298 11.48252061
Wed Sep 05 11:30:00 UTC 2012,2,11,690,33,1,Shops & Services=1,Camera Store=1,Leica Store=1,Camera Store=48.14274309 11.5763256
Wed Sep 05 12:00:00 UTC 2012,2,12,720,54,4,Food=2_Travel & Transport=1_Shops & Services=1,Department Store=1_Coffee Shop=1_Bus Station=1_Restaurant=1,H Drosselweg=1_Oberpollinger=1_Starbucks Coffee=1_Atlantik Fisch & Feinkost=1,Restaurant=48.12419157 11.55539657_Bus Station=48.1173936 11.69110134_Coffee Shop=48.1392 11.565549_Department Store=48.13906811 11.56777148
Wed Sep 05 12:30:00 UTC 2012,2,12,750,45,11,Food=3_Outdoors & Recreation=1_Professional & Other Places=2_Travel & Transport=3_Shops & Services=1_Schools=1,Train Station=2_Bus Station=1_Eastern European Restaurant=1_Brewery=1_Office=1_High School=1_Garden=1_Internet Cafe=1,Bayern LB=1_H Odeonsplatz=1_S+U Marienplatz=1_6th Floor Lounge=1_s'Tascherl=1_schalk&friends - agentur für neue medien gmbh=1_Heros Reha=1_Augustiner am Dom=1_München Hauptbahnhof=1_Ratskeller=1_Asam-Gymnasium=1,Internet Cafe=48.12238751 11.54388428_Garden=48.15017485 11.62292296_High School=48.11456 11.592674_Brewery=48.13761555 11.57591042_Bus Station=48.14246568 11.57757282_Train Station=48.14054699 11.55577183_Office=48.144834 11.573597_Eastern European Restaurant=48.11746815 11.54066806
Wed Sep 05 13:00:00 UTC 2012,2,13,780,59,9,Food=2_Outdoors & Recreation=1_Professional & Other Places=2_Food & Drink Shops=2_Travel & Transport=1_Shops & Services=3,Office=2_Farmers Market=1_Department Store=1_Grocery Store=1_Train Station=1_Coffee Shop=1_Plaza=1_Snack Place=1,Piadina Bar=1_S+U Hauptbahnhof=1_Edeka Theresie=1_Oberpollinger=1_Karlsplatz (Stachus)=1_Starbucks=1_Salesforce Office Munich=1_Viktualienmarkt=1_Siemens=1,Snack Place=48.121575 11.540671_Plaza=48.139342 11.565684_Coffee Shop=48.142939 11.577936_Train Station=48.13995991 11.56055689_Farmers Market=48.13526307 11.57617807_Department Store=48.13906811 11.56777148_Grocery Store=48.133473 11.54448509_Office=48.14690986 11.61679031
Wed Sep 05 13:30:00 UTC 2012,2,13,810,31,5,Food=2_Shops & Services=2,Japanese Restaurant=1_Nail Salon=1_Electronics Store=1_Pizza Place=1,"ocui [open cuisine]=1_Deeva Nails, Nailstudio=1_Apple Store=1_BLR Radiodienst=1_Japan Sushi Gourmet=1",Pizza Place=48.134539 11.57051_Electronics Store=48.13687408 11.57454729_Nail Salon=48.15619017 11.56335726_Japanese Restaurant=48.145366 11.558788
Wed Sep 05 14:00:00 UTC 2012,2,14,840,43,6,Food=4_Professional & Other Places=1_Food & Drink Shops=1_Shops & Services=1,Chinese Restaurant=2_Café=1_Grocery Store=1_Office=1_Restaurant=1,Mandarin Restaurant=2_Mangostin Ski-Hüttte=1_V-Markt=1_Bavaria Film Haus 57=1_Armani Caffe=1,Restaurant=48.1372 11.580764_Chinese Restaurant=48.13689895 11.57970966_Café=48.140621 11.576379_Office=48.066694 11.549935_Grocery Store=48.19186862 11.58765793
Wed Sep 05 14:30:00 UTC 2012,2,14,870,49,4,Food=1_Outdoors & Recreation=1_Shops & Services=2,Plaza=1_Electronics Store=1_Asian Restaurant=1_Clothing Store=1,Marienplatz=1_Apple Store=1_Konen=1_Der kleine Chinese=1,Clothing Store=48.13616851 11.57282976_Asian Restaurant=48.135947 11.58003_Electronics Store=48.13687408 11.57454729_Plaza=48.13716656 11.57525432
Wed Sep 05 15:00:00 UTC 2012,2,15,900,44,4,Food=1_Nightlife Spots=1_Outdoors & Recreation=1_Professional & Other Places=1_Spiritual Centers=1,Playground=1_Church=1_Beer Garden=1_Restaurant=1,Hofbräuhaus=1_Kasino Globus=1_Heliggeist Kirche=1_Spielplatz Graf-Spee-Platz=1,Restaurant=48.05542767 11.61016703_Beer Garden=48.13764159 11.58003608_Church=48.13626548 11.57735825_Playground=48.108959 11.699022
Wed Sep 05 15:30:00 UTC 2012,2,15,930,43,3,Food & Drink Shops=2_Travel & Transport=1_Shops & Services=2,Grocery Store=2_Train Station=1,Mikado=2_S+U Hauptbahnhof=1,Train Station=48.13995991 11.56055689_Grocery Store=48.134639 11.56868
Wed Sep 05 16:00:00 UTC 2012,2,16,960,37,10,Nightlife Spots=1_Food=3_Outdoors & Recreation=2_Professional & Other Places=1_Food & Drink Shops=1_Shops & Services=3,Plaza=2_Café=1_Fast Food Restaurant=1_Department Store=1_Hotel Bar=1_Argentinian Restaurant=1_Gourmet Shop=1_Electronics Store=1,Asado Steak=1_Hypohaus=1_Marienplatz=1_McDonald's=1_Schubecks Orlando=1_Apple Store=1_Oberpollinger=1_Alois Dallmayr KG=1_Karlsplatz (Stachus)=1_Cafe Schwabing=1,Electronics Store=48.13687408 11.57454729_Argentinian Restaurant=48.15545952 11.58387844_Plaza=48.139342 11.565684_Café=48.16027 11.574868_Department Store=48.13906811 11.56777148_Fast Food Restaurant=48.13920227 11.56593532_Hotel Bar=48.13805 11.579931_Gourmet Shop=48.1383972 11.5769113
Wed Sep 05 16:30:00 UTC 2012,2,16,990,41,2,Hotels=1_Travel & Transport=1_Shops & Services=1,Bed & Breakfast=1_Mall=1,Smart Stay Hotel Station=1_Stachus Passagen=1,Mall=48.13903801 11.5653755_Bed & Breakfast=48.1397436 11.56287124
Wed Sep 05 17:00:00 UTC 2012,2,17,1020,41,3,Clothing Stores=1_Food & Drink Shops=1_Shops & Services=3,Grocery Store=1_Mall=1_Accessories Store=1,München City=1_Tengelmann=1_Bulgari=1,Accessories Store=48.1386502 11.58213337_Mall=48.13955071 11.56226717_Grocery Store=48.15530941 11.56328288
Wed Sep 05 17:30:00 UTC 2012,2,17,1050,39,3,Food=2_Shops & Services=1,Italian Restaurant=1_Café=1_Miscellaneous Shop=1,Vapiano=1_Nespresso Boutique=1_Cafe Schwabing=1,Miscellaneous Shop=48.14016303 11.57622749_Café=48.16027 11.574868_Italian Restaurant=48.14011742 11.57491207
Wed Sep 05 18:00:00 UTC 2012,2,18,1080,50,3,Travel & Transport=3,Subway=2_Train Station=1,U Neuperlach Zentrum=1_München Hauptbahnhof=1_U Schwanthaler Höhe=1,Train Station=48.14054699 11.55577183_Subway=48.10106704 11.64668772
Wed Sep 05 18:30:00 UTC 2012,2,18,1110,93,9,Food=1_Nightlife Spots=2_Medical Centers=1_Professional & Other Places=2_Clothing Stores=1_Train Stations=1_Travel & Transport=3_Shops & Services=1,Burger Joint=1_Subway=1_Train Station=1_Hospital=1_Pub=1_Building=1_Beer Garden=1_Platform=1,S Leuchtenbergring=1_Kilians Irish Pub=1_München Hbf Gleis 24/25=1_Klinikum Bogenhausen=1_Biergarten Bavaria-Park=1_U Hauptbahnhof=1_Shoe 4 You Unterhaching=1_putzbrunn=1_M.C. Mueller=1,Platform=48.14103383 11.55605078_Beer Garden=48.131923 11.543775_Building=48.07565965 11.71551347_Pub=48.13881796 11.57463312_Hospital=48.15455841 11.6243402_Train Station=48.134304 11.615956_Subway=48.144553 11.562982_Burger Joint=48.13116372 11.57137156
Wed Sep 05 19:00:00 UTC 2012,2,19,1140,54,6,Food=4_Clothing Stores=1_Travel & Transport=1_Shops & Services=1,Mediterranean Restaurant=1_Coffee Shop=1_Bakery=1_Moving Target=1_German Restaurant=1_Shoe Store=1,Deichmann Filiale=1_Rechthaler Hof=1_Bäckerei Konditorei Café Högl=1_ICE 510=1_Starbucks=1_El Perro y el Griego=1,Shoe Store=48.05500676 11.6066587_German Restaurant=48.14157487 11.55871616_Moving Target=48.14080811 11.55828953_Bakery=48.12923745 11.55749917_Coffee Shop=48.158945 11.585371_Mediterranean Restaurant=48.1302935 11.6034569
Wed Sep 05 19:30:00 UTC 2012,2,19,1170,80,2,Outdoors & Recreation=1_Travel & Transport=1,Train Station=1_Other Great Outdoors=1,S+U Harras=1_Isar Running Track: Wittelsbacher Brücke - Flaucher=1,Other Great Outdoors=48.12154239 11.56830311_Train Station=48.11697279 11.53727531
Wed Sep 05 20:00:00 UTC 2012,2,20,1200,53,2,Food=2,Restaurant=2,Wu Wei=1_Firn Cafe und Bar=1,Restaurant=48.12207915 11.5438463
Wed Sep 05 20:30:00 UTC 2012,2,20,1230,54,0,"","","",""
Wed Sep 05 21:00:00 UTC 2012,2,21,1260,47,4,Food=1_Arts & Entertainment=1_Residences=1_Travel & Transport=1_Movie Theaters=1,Italian Restaurant=1_Indie Movie Theater=1_Bus Station=1_Home (private)=1,Vapiano Bogenhausen=1_City Kino=1_2 Infinite Loop=1_H Am Hart=1,Home (private)=48.14160174 11.55699231_Bus Station=48.19717889 11.57171756_Indie Movie Theater=48.137005 11.563554_Italian Restaurant=48.14877583 11.61678068
Wed Sep 05 21:30:00 UTC 2012,2,21,1290,82,0,"","","",""
Wed Sep 05 22:00:00 UTC 2012,2,22,1320,68,2,Nightlife Spots=1_Residences=1,Home (private)=1_Pub=1,Kilians Irish Pub=1_Ruschke HQ=1,Pub=48.13881796 11.57463312_Home (private)=48.14221996 11.64957047
Wed Sep 05 22:30:00 UTC 2012,2,22,1350,5,0,"","","",""
Wed Sep 05 23:00:00 UTC 2012,2,23,1380,0,0,"","","",""
Wed Sep 05 23:30:00 UTC 2012,2,23,1410,0,0,"","","",""
Thu Sep 06 00:00:00 UTC 2012,3,0,0,0,0,"","","",""
Thu Sep 06 00:30:00 UTC 2012,3,0,30,0,0,"","","",""
Thu Sep 06 01:00:00 UTC 2012,3,1,60,1,0,"","","",""
Thu Sep 06 01:30:00 UTC 2012,3,1,90,31,0,"","","",""
Thu Sep 06 02:00:00 UTC 2012,3,2,120,37,0,"","","",""
Thu Sep 06 02:30:00 UTC 2012,3,2,150,24,0,"","","",""
Thu Sep 06 03:00:00 UTC 2012,3,3,180,12,0,"","","",""
Thu Sep 06 03:30:00 UTC 2012,3,3,210,5,0,"","","",""
Thu Sep 06 04:00:00 UTC 2012,3,4,240,5,0,"","","",""
Thu Sep 06 04:30:00 UTC 2012,3,4,270,5,0,"","","",""
Thu Sep 06 05:00:00 UTC 2012,3,5,300,5,0,"","","",""
Thu Sep 06 05:30:00 UTC 2012,3,5,330,6,1,"","",Abenteuerspielplatz=1,""
Thu Sep 06 06:00:00 UTC 2012,3,6,360,12,1,Travel & Transport=1,General Travel=1,Aschheim=1,General Travel=48.17219246 11.72210495
Thu Sep 06 06:30:00 UTC 2012,3,6,390,10,1,Travel & Transport=1,Train Station=1,S-Bahn Daglfing=1,Train Station=48.14956926 11.64928768
Thu Sep 06 07:00:00 UTC 2012,3,7,420,19,1,Arts & Entertainment=1_Stadiums=1,Tennis=1,Iphitos Tennis Club - Center Court=1,Tennis=48.18511639 11.61396276
Thu Sep 06 07:30:00 UTC 2012,3,7,450,26,2,Travel & Transport=2,Train Station=2,S+U Ostbahnhof=1_S Höllriegelskreuth=1,Train Station=48.04379874 11.50988936
Thu Sep 06 08:00:00 UTC 2012,3,8,480,36,5,Offices=1_Arts & Entertainment=1_Food=1_Professional & Other Places=2_Stadiums=1_Travel & Transport=1,Office=1_Light Rail=1_Tech Startup=1_Coffee Shop=1_Hockey Arena=1,We'll Cover It=1_BMW FIZ=1_Tram Pelkovenstrasse=1_Starbucks=1_Olympia-Eisstadion=1,Hockey Arena=48.17498116 11.55727118_Coffee Shop=48.13973081 11.55867934_Tech Startup=48.15033056 11.61861081_Light Rail=48.18099797 11.510814_Office=48.19400096 11.57105128
Thu Sep 06 08:30:00 UTC 2012,3,8,510,38,6,Arts & Entertainment=1_Professional & Other Places=2_Travel & Transport=2,Office=1_Bus Station=1_Government Building=1_Hotel=1_Museum=1,H Neuperlach Süd=1_KVR Bürgerbüro=1_Best Western Hotel Cristal=1_gutefrage.net GmbH=1_Literaturhaus=1_Maisberger GmbH=1,Museum=48.14206822 11.57459081_Hotel=48.13741087 11.55922553_Government Building=48.12894743 11.60452366_Bus Station=48.08957532 11.64482519_Office=48.1166197 11.60333858
Thu Sep 06 09:00:00 UTC 2012,3,9,540,38,10,Food=1_Professional & Other Places=8_Travel & Transport=1,Office=7_Coffee Shop=1_Hotel=1_Post Office=1,Web Media Publishing AG=1_SevenOne Media GmbH=1_d.velop International=1_Home Shopping Europe GmbH=1_Edelman Munich Office=1_Innovation@ITZ=1_CSU Landesleitung=1_Maritim Hotel München / Munich=1_Packstation 155=1_I O espresso Lounge=1,Post Office=48.13562824 11.50208138_Hotel=48.13837048 11.55890465_Coffee Shop=48.135682 11.600079_Office=48.14776401 11.53726366
Thu Sep 06 09:30:00 UTC 2012,3,9,570,40,6,Food=2_Outdoors & Recreation=1_Professional & Other Places=3_Athletics & Sports=1,Office=2_Coffee Shop=2_Government Building=1_Soccer Field=1,Coffee Fellows=1_IDG Germany Office=1_SPONSORs Sports Venue Summit=1_Weber Shandwick=1_Starbucks=1_KfZ-Zulassungsstelle=1,Soccer Field=48.21828 11.624019_Government Building=48.13201935 11.520607_Coffee Shop=48.14093696 11.56084237_Office=48.14532527 11.55810006
Thu Sep 06 10:00:00 UTC 2012,3,10,600,31,1,Food=1,Coffee Shop=1,Starbucks=1,Coffee Shop=48.13973081 11.55867934
Thu Sep 06 10:30:00 UTC 2012,3,10,630,37,4,Arts & Entertainment=1_Professional & Other Places=2_Museums=1_Travel & Transport=1,Office=2_Train Station=1_History Museum=1,Constantin-Film GmbH=2_Gaskammer=1_München Hauptbahnhof=1,History Museum=48.210304 11.554771_Train Station=48.14054699 11.55577183_Office=48.16105108 11.5871888
Thu Sep 06 11:00:00 UTC 2012,3,11,660,37,2,Food=1_Travel & Transport=1,Mediterranean Restaurant=1_Hotel=1,MACE=1_Hotel Brecherspitze Munich=1,Hotel=48.117183 11.590213_Mediterranean Restaurant=48.18872018 11.65443346
Thu Sep 06 11:30:00 UTC 2012,3,11,690,23,1,Arts & Entertainment=1_Museums=1,Science Museum=1,Deutsches Museum=1,Science Museum=48.12994996 11.58332348
Thu Sep 06 12:00:00 UTC 2012,3,12,720,43,4,Food=2_Outdoors & Recreation=1_Professional & Other Places=1,Event Space=1_Other Great Outdoors=1_German Restaurant=1_Restaurant=1,"Der Pschorr=1_M,O,C,=1_München=1_Nimrod's=1",Restaurant=48.061455 11.664059_German Restaurant=48.13484778 11.57516956_Other Great Outdoors=48.13745403 11.57589912_Event Space=48.19686956 11.61087852
Thu Sep 06 12:30:00 UTC 2012,3,12,750,30,3,Food=2_Shops & Services=1,Miscellaneous Shop=1_Vietnamese Restaurant=1_German Restaurant=1,Franz Josef=1_van hoa=1_Wochenmarkt am Rosenkavalierplatz=1,German Restaurant=48.149657 11.548629_Vietnamese Restaurant=48.136379 11.56411886_Miscellaneous Shop=48.15086587 11.6211193
Thu Sep 06 13:00:00 UTC 2012,3,13,780,38,4,Food=2_Professional & Other Places=1_Shops & Services=1,Burger Joint=1_Event Space=1_Deli / Bodega=1_Spa / Massage=1,"Arabella Spa=1_M,O,C,=1_Burger House=1_deli@designraum=1",Spa / Massage=48.15233993 11.616164_Deli / Bodega=48.142836 11.575996_Event Space=48.19686956 11.61087852_Burger Joint=48.12723975 11.59301495
Thu Sep 06 13:30:00 UTC 2012,3,13,810,30,5,Food=3_Travel & Transport=1,Restaurant=2_Train Station=1_Food=1_Fast Food Restaurant=1,Landhof Standl=1_BMW Betriebsrestaurant Hochhaus=1_Hauptbahof=1_Burger King=1_Siemens Kantine=1,Food=48.19473663 11.59708724_Restaurant=48.11766182 11.59731808_Train Station=48.14045319 11.55922065_Fast Food Restaurant=48.13971245 11.55913278
Thu Sep 06 14:00:00 UTC 2012,3,14,840,59,8,Nightlife Spots=1_Food=4_Outdoors & Recreation=1_Medical Centers=1_Professional & Other Places=2_Travel & Transport=1,Asian Restaurant=2_Japanese Restaurant=1_Hotel Bar=1_Burger Joint=1_Hospital=1_Plaza=1_Hotel=1_Office=1,Der kleine Chinese=2_Klinikum Bogenhausen=1_Am Harras=1_Cosmogrill=1_Hotel Vier Jahreszeiten Kempinski=1_M-Net Rechenzentrum=1_Japan Sushi Gourmet=1,Asian Restaurant=48.135947 11.58003_Hotel=48.13922934 11.58171237_Plaza=48.11735958 11.54012918_Hospital=48.15455841 11.6243402_Japanese Restaurant=48.145366 11.558788_Hotel Bar=48.13922934 11.58171237_Office=48.185067 11.588208_Burger Joint=48.13878552 11.579822
Thu Sep 06 14:30:00 UTC 2012,3,14,870,39,7,Food=1_Outdoors & Recreation=1_Professional & Other Places=1_Travel & Transport=1_Shops & Services=2,Office=1_Light Rail=1_Nail Salon=1_Café=1_Bank=1_Pool=1,"Deeva Nails, Nailstudio=1_Authentic4u Meetingroom @can=1_CAN - Café am Nordbad=1_Nordbad=1_BMW ITZ=1_Tram Nordbad=1_HypoVereinsbank=1",Pool=48.16058252 11.56351218_Bank=48.15970659 11.56339467_Café=48.16081166 11.563518_Nail Salon=48.15619017 11.56335726_Light Rail=48.160975 11.563562_Office=48.18915069 11.56834602
Thu Sep 06 15:00:00 UTC 2012,3,15,900,43,4,Food=1_Professional & Other Places=2_Shops & Services=1,Office=2_Electronics Store=1_Mexican Restaurant=1,SevenOne Media GmbH=1_Apple Store=1_Weber Shandwick=1_pureburrito=1,Mexican Restaurant=48.13023998 11.56022429_Electronics Store=48.13687408 11.57454729_Office=48.18866883 11.65316684
Thu Sep 06 15:30:00 UTC 2012,3,15,930,69,2,Food=1_Shops & Services=1,Cosmetics Shop=1_Café=1,Tanpopo=1_Rossmann=1,Café=48.14915993 11.546004_Cosmetics Shop=48.137624 11.56054
Thu Sep 06 16:00:00 UTC 2012,3,16,960,47,2,Shops & Services=2,Miscellaneous Shop=1_Clothing Store=1,American Apparel=1_Tiptab GmbH=1,Clothing Store=48.135149 11.570099_Miscellaneous Shop=48.128902 11.561157
Thu Sep 06 16:30:00 UTC 2012,3,16,990,41,4,Food=1_Professional & Other Places=1_Government Buildings=1_Travel & Transport=1_Shops & Services=1,Café=1_Train Station=1_Bank=1_Monument / Landmark=1,Chocolatte=1_Mariensäule=1_München Hauptbahnhof=1_HypoVereinsbank=1,Monument / Landmark=48.137227 11.574821_Bank=48.12915689 11.55805171_Train Station=48.14054699 11.55577183_Café=48.13627111 11.56869977
Thu Sep 06 17:00:00 UTC 2012,3,17,1020,57,3,Shops & Services=3,Department Store=1_Electronics Store=1_Tattoo Parlor=1,Cutglass Piercing=1_Oberpollinger=1_Saturn=1,Tattoo Parlor=48.13098112 11.56650066_Electronics Store=48.1836256 11.530553_Department Store=48.13906811 11.56777148
Thu Sep 06 17:30:00 UTC 2012,3,17,1050,39,5,Food=3_Travel & Transport=1,Italian Restaurant=1_Subway=1_French Restaurant=1_Ice Cream Shop=1,Vapiano=1_U Neuperlach Zentrum=1_Cafeteria Flavou=1_Cremagelato=1_Rive Gauche=1,Ice Cream Shop=48.06489884 11.66120695_French Restaurant=48.131351 11.56633266_Subway=48.10106704 11.64668772_Italian Restaurant=48.14214293 11.55103358
Thu Sep 06 18:00:00 UTC 2012,3,18,1080,43,7,Outdoors & Recreation=3_Travel & Transport=3_Shops & Services=1,Plaza=3_Train Station=1_Subway=1_Light Rail=1_Electronics Store=1,Weißenburger Platz=2_Media Markt=1_Marienplatz=1_U Innsbrucker Ring=1_H Sendlinger Tor=1_S+U Neuperlach Süd=1,Electronics Store=48.136512 11.614082_Plaza=48.12850344 11.59615517_Train Station=48.08895208 11.64480889_Subway=48.12043942 11.61877155_Light Rail=48.133616 11.56621617
Thu Sep 06 18:30:00 UTC 2012,3,18,1110,41,2,Nightlife Spots=1_Shops & Services=1,Pub=1_Bookstore=1,Kilians Irish Pub=1_Hugendubel=1,Bookstore=48.13691704 11.57544851_Pub=48.13881796 11.57463312
Thu Sep 06 19:00:00 UTC 2012,3,19,1140,40,5,Nightlife Spots=1_Professional & Other Places=1_Residences=1_Shops & Services=2,Office=1_Sporting Goods Shop=1_Home (private)=1_Electronics Store=1_Cocktail Bar=1,Bennys Villa=1_Cocktailhouse=1_Apple Store=1_Junge Union Bayern=1_SportScheck Hotspot=1,Cocktail Bar=48.160947 11.590662_Electronics Store=48.13687408 11.57454729_Home (private)=48.12420539 11.62891001_Sporting Goods Shop=48.05662956 11.6016395_Office=48.14912325 11.5506649
Thu Sep 06 19:30:00 UTC 2012,3,19,1170,55,4,Nightlife Spots=1_Food=2_Travel & Transport=1,Japanese Restaurant=1_Bar=1_Hotel=1_German Restaurant=1,Schnitzelwirt=1_Bentoya=1_Arts ‘n’ Boards=1_NH Hotel München am Ring=1,German Restaurant=48.138943 11.567621_Hotel=48.1116988 11.61796435_Bar=48.161407 11.574664_Japanese Restaurant=48.14438411 11.56014281
Thu Sep 06 20:00:00 UTC 2012,3,20,1200,48,6,Arts & Entertainment=1_Nightlife Spots=1_Food=2_Offices=1_Professional & Other Places=1_Residences=1_Travel & Transport=2,Travel Lounge=1_Train Station=1_Coworking Space=1_Home (private)=1_Concert Hall=1_Beer Garden=1_Restaurant=1_German Restaurant=1,GEMA=1_DB Lounge München=1_S Hackerbrücke=1_Club Ampere=1_2 Infinite Loop=1_Der Hufnagel=1,German Restaurant=48.101369 11.628761_Restaurant=48.101369 11.628761_Beer Garden=48.101369 11.628761_Concert Hall=48.1328214 11.58936381_Home (private)=48.14160174 11.55699231_Coworking Space=48.13053715 11.59433126_Train Station=48.14189294 11.54856205_Travel Lounge=48.14053267 11.55941963
